LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
022012800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6133,,440 OXFORD STATE ROAD,MIDDLETOWN,OH,45044,Butler
022012850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6134,,1009 EAST MAIN STREET,GREENVILLE,OH,45331,Darke
022012400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6147,,1495 WEST 5TH AVENUE,COLUMBUS,OH,43212,Franklin
022012450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6148,,190 SOUTH SANDUSKY STREET,DELAWARE,OH,43015,Delaware
022018150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6150,,305 W. BRIDGE STREET,DUBLIN,OH,43017,Franklin
022015100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6151,,900 COSHOCTON AVENUE,MOUNT VERNON,OH,43050,Knox
022011700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6158,,1211 MORSE ROAD,COLUMBUS,OH,43229,Franklin
022011950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6164,,1725 WEST CENTRAL AVE,DELAWARE,OH,43015,Delaware
022011150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6169,,1411 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland
022011200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6171,,137 MCMAHAN BOULEVARD,MARION,OH,43302,Marion
022011250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6172,,987 EAST COLUMBUS STREET,KENTON,OH,43326,Hardin
022011300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6173,,106 MILAN AVENUE,NORWALK,OH,44857,Huron
022011350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6175,,755 ASHLAND ROAD,MANSFIELD,OH,44905,Richland
022011400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6176,,1049 WEST FOURTH STREET,MANSFIELD,OH,44906,Richland
022011450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6177,,201 WEST MAIN STREET,BELLEVUE,OH,44811,Sandusky
022011500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6178,,143 EAST SANDUSKY AVENUE,BELLEFONTAINE,OH,43311,Logan
022023500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6179,,324 FOURTH STREET,SIDNEY,OH,45365,Shelby
022011550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6180,,1020 NORTH MAIN STREET,CELINA,OH,45822,Mercer
022010650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6181,,341 WEST HIGH STREET,BRYAN,OH,43506,Williams
022010700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6182 ONCE CVS DRIVE,,3499 CLIME ROAD,COLUMBUS,OH,43223,Franklin
022010750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6183,,2987 DERR ROAD,SPRINGFIELD,OH,45503,Clark
022010800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6184,,555 EAST STATE STREET,ATHENS,OH,45701,Athens
022010900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6186,,2565 EAST MAIN STREET,SPRINGFIELD,OH,45503,Clark
022010950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6188,,111 SOUTH MEMORIAL DRIVE,LANCASTER,OH,43130,Fairfield
022011000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6189,,11 CENTENNIAL BOULEVARD,CHILLICOTHE,OH,45601,Ross
022011050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6190,,1021 NORTH BRIDGE STREET,CHILLICOTHE,OH,45601,Ross
022011100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6191,,214 LAFAYETTE STREET,LONDON,OH,43140,Madison
022010150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6192,,2120 STRINGTOWN ROAD,GROVE CITY,OH,43123,Franklin
022010200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6193,,32 SOUTH COURT STREET,ATHENS,OH,45701,Athens
022010300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6195,,205 EAST MAIN STREET,CIRCLEVILLE,OH,43113,Pickaway
022010350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6198,,2020 EAKIN ROAD,COLUMBUS,OH,43223,Franklin
022010400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6268,,2217 SUNSET BLVD.,STEUBENVILLE,OH,43952,Jefferson
022010450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6270,,404 AETNA STREET,MARTINS FERRY,OH,43935,Belmont
022010500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6271,,68501 ADDIE WAY,ST. CLAIRSVILLE,OH,43950,Belmont
022010550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6349,,1109 IRONTON HILLS DRIVE,IRONTON,OH,45638,Lawrence
020752650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6411,,3282 TREMONT ROAD,UPPER ARLINGTON,OH,43221,Franklin
022010600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6946,,4548 EAST MAIN STREET,WHITEHALL,OH,43213,Franklin
022015150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6949,,4801 WEST BROAD STREET,COLUMBUS,OH,43228,Franklin
022015200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6950,,2680 NORTH HIGH STREET,COLUMBUS,OH,43202,Franklin
022015250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6953,,6659 EAST MAIN STREET,REYNOLDSBURG,OH,43068,Franklin
022015300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6954,,820 SOUTH BREIEL BLVD,MIDDLETOWN,OH,45044,Butler
022015350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6996,,11601 SPRINGFIELD PIKE,SPRINGDALE,OH,45246,Hamilton
022015400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7097,,6300 SCIOTO DARBY ROAD,HILLIARD,OH,43026,Franklin
022015450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7247,,900 NORTH HAMILTON ROAD,GAHANNA,OH,43230,Franklin
020775600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7371,,22909 EMERY ROAD,WARRENSVILLE HEIGHTS,OH,44128,Cuyahoga
021068150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7686,,7301 LAKESHORE BLVD.,MENTOR,OH,44060,Lake
020983300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7687,,20641 FAIRMOUNT BLVD.,SHAKER HEIGHTS,OH,44118,Cuyahoga
020987000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7694,,804 W. MAIN STREET,TROY,OH,45373,Miami
021056500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7699,,11611 HAMILTON AVENUE,CINCINNATI,OH,45231,Hamilton
020999400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7767,,124 SOUTH MAIN STREET,UNION,OH,45322,Montgomery
021088250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7776,,52 W. MAIN STREET,AMELIA,OH,45102,Clermont
021072150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7777,,2812 SCIOTO TRAIL,PORTSMOUTH,OH,45662,Scioto
021079650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7790,,947 CINCINNATI BATAVIA PIKE,CINCINNATI,OH,45245,Clermont
022004100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7997,,733 WEST MARKET STREET,TIFFIN,OH,44383,Seneca
022126000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #8248,,1130 LINCOLN WAY EAST,MASSILLON,OH,44646,Stark
022069100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #8932,,8059 DARROW ROAD,TWINSBURG,OH,44087,Summit
021588900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #9898,,2929 STELZER ROAD,COLUMBUS,OH,43219,Franklin
020965300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #0277,Rite Aid #277,332 S. MAIN STREET,MARION,OH,433025006,Marion
020173900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1092,Rite Aid #1092,2450 S. REYNOLDS ROAD,TOLEDO,OH,436141419,Lucas
020159450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #119,Rite Aid #119,898 SOUTH MAIN STREET,CENTERVILLE,OH,454583439,Montgomery
020355650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1351,Rite Aid #1351,45 EAST AVENUE,TALLMADGE,OH,442782340,Summit
020082600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1430,Rite Aid #1430,201 WASHINGTON BLVD.,BELPRE,OH,45714-2432,Washington
020144250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1459,Rite Aid #1459,825 MAIN STREET,ZANESVILLE,OH,437013733,Muskingum
020538900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1897,Rite Aid #1897,8130 OHIO RIVER ROAD,WHEELERSBURG,OH,45694,Scioto
020166300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #195,Rite Aid #195,3527 CANFIELD ROAD,YOUNGSTOWN,OH,445112816,Mahoning
020730200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2077,Rite Aid #2077,713 N. STATE STREET,GIRARD,OH,44420,Trumbull
020088600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2318,Rite Aid #2318,5224 DORR STREET,TOLEDO,OH,436153602,Lucas
020118950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2319,Rite Aid #2319,506 W. MARKET STREET,LIMA,OH,458014718,Allen
020158250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2320,Rite Aid #2320,113 N. COUNTYLINE STREET,FOSTORIA,OH,44830,Hancock
020131400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2326,Rite Aid #2326,1175 LOUISIANA AVENUE,PERRYSBURG,OH,435512537,Wood
020078650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2340,Rite Aid #2340,2434 WEST LASKEY ROAD,TOLEDO,OH,43613,Lucas
020152300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2343,Rite Aid #2343,7225 AIRPORT HWY,HOLLAND,OH,435287829,Lucas
020164200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2350,Rite Aid #2350,305 WEST MAIN STREET,OTTAWA,OH,45875,Putnam
020170200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2351,Rite Aid #2351,302 W. ROBB AVENUE,LIMA,OH,458012745,Allen
020179550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2354,Rite Aid #2354,4018 N. MCCORD ROAD,SYLVANIA,OH,43560,Lucas
020180850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2355,Rite Aid #2355,105 WEST AIRPORT HIGHWAY,SWANTON,OH,43558,Fulton
020187550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2359,Rite Aid #2359,1501 N. MAIN STREET,FINDLAY,OH,458403752,Hancock
020361050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2364,Rite Aid #2364,618 N. CLINTON STREET,DEFIANCE,OH,43512-1609,Defiance
020407600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2367,Rite Aid #2367,1415 BELLFONTAINE AVENUE,LIMA,OH,458043168,Allen
020510850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2372,Rite Aid #2372,1000 N. WILLIAMS STREET,PAULDING,OH,458799570,Paulding
020153700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2389,Rite Aid 2389,3720 WEST TUSCARAWAS ST.,CANTON,OH,44708,Stark
020381300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2395,Rite Aid #2395,1075 ASHLAND ROAD,MANSFIELD,OH,44905,Richland
020154400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2415,Rite Aid #2415,3010 WHIPPLE AVENUE N.W.,CANTON,OH,44718,Stark
020590300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2449,Rite Aid #2449,25 WEST MAIN STREET,EAST PALESTINE,OH,444131841,Columbiana
020590450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2452,Rite Aid #2452,569 SOUTH HIGH STREET,CORTLAND,OH,44410,Trumbull
021103950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2590,Rite Aid #2590,267 NORTH MAIN STREET,WELLINGTON,OH,44090,Lorain
021144200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3016,Rite Aid #3016,2840 YOUNGSTOWN ROAD S.E.,WARREN,OH,44484,Trumbull
020096450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3028,Rite Aid #3028,1955 CLEVELAND ROAD,WOOSTER,OH,446912256,Wayne
020463350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3030,Rite Aid #3030,2532 EAST THIRD STREET,DAYTON,OH,45403,Montgomery
020096050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3043,Rite Aid #3043,10090 CHESTER AVENUE,CLEVELAND,OH,44106-1600,Cuyahoga
020399400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3061,Rite Aid 3061,"4332 CLEVELAND AVE., N.W.",CANTON,OH,447092352,Stark
020094750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3088,Rite Aid #3088,4328 NORTH MAIN STREET,DAYTON,OH,45405,Montgomery
020097100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3120,Rite Aid #3120,2800 MAHONING AVENUE,YOUNGSTOWN,OH,44509,Mahoning
020150900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3131,Rite Aid #3131,20405 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,441225324,Cuyahoga
020147850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3144,Rite Aid #3144,2975 W. MARKET ST.,FAIRLAWN,OH,44333,Summit
020185050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3153,Rite Aid #3153,15149 SNOW ROAD,BROOKPARK,OH,441422458,Cuyahoga
020185350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3157,Rite Aid #3157,3402 CLARK AVENUE,CLEVELAND,OH,441091136,Cuyahoga
020452350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3185,Rite Aid #3185,940 ELIDA AVENUE,DELPHOS,OH,45833,Allen
020373550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3192,Rite Aid #3192,"2574 EASTON STREET, NE.",CANTON,OH,44721,Stark
020133550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3195,Rite Aid #3195,180 N. STATE STREET,PAINESVILLE,OH,440773940,Lake
020714900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3230,Rite Aid #3230,710 NORTH MAIN STREET,CLYDE,OH,43410,Sandusky
020763750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3486,Rite Aid #3486,11702 LORAIN AVENUE,CLEVELAND,OH,44111,Cuyahoga
021135500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3580,Rite Aid #3580,3710 SHAWNEE ROAD,LIMA,OH,458061619,Allen
021797150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4010,Rite Aid #4010,355 EAST MAIN STREET,LEXINGTON,OH,44904,Richland
021924400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4071,Rite Aid #4071,475 E. 185TH STREET,EUCLID,OH,44119,Cuyahoga
021099350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4764,Rite Aid #4764,8085 BROADVIEW ROAD,BROADVIEW HEIGHTS,OH,44147,Cuyahoga
021037600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4811,Rite Aid #4811,780 HIGH STREET,WADSWORTH,OH,44281,Medina
021051450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4814,Rite Aid #4814,222 SOUTH MAIN STREET,ORRVILLE,OH,44667,Wayne
021062800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4825,Rite Aid #4825,1158 WILMINGTON AVENUE,DAYTON,OH,45420,Montgomery
021070050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4947,Rite Aid #4947,100 SOUTH LEAVITT ROAD,AMHERST,OH,440011780,Lorain
021100850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4953,Rite Aid #4953,3871 CENTER ROAD,BRUNSWICK,OH,44212,Medina
021100900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #4975,Rite Aid #4975,27175 CENTER RIDGE ROAD,WESTLAKE,OH,441454024,Cuyahoga
021848400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #6678,Rite Aid #6678,801 DIXIE HIGHWAY,ROSSFORD,OH,43460,Wood
021848350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #6679,Rite Aid #6679,105 GOLDEN GATE PLAZA,MAUMEE,OH,43537,Lucas
021848250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #6681,Rite Aid #6681,5890 MONROE STREET,SYLVANIA,OH,43560,Lucas
020590400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #713,Rite Aid #713,5001 MAHONING AVENUE,WARREN,OH,444831407,Trumbull
021601500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #7844,Rite Aid #7844,610 S. MAIN STREET,ADA,OH,458101503,Hardin
021773600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #7945,Rite Aid #7945,3362 NAVARRE AVENUE,OREGON,OH,436163314,Lucas
021758250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #7946,Rite Aid #7946,8310 SYLVANIA METAMORA ROAD,SYLVANIA,OH,435604928,Lucas
020094100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #911,Rite Aid #911,5498 MAHONING AVENUE,YOUNGSTOWN,OH,44515,Mahoning
020187800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1282,Rite Aid #1282,11 MANSFIELD AVENUE,SHELBY,OH,44875,Richland
020187850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1283,Rite Aid #1283,207 NORTH COURT STREET,MEDINA,OH,44256,Medina
020355900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1347,Rite Aid #1347,155 NORTH MAIN STREET,RITTMAN,OH,44270,Wayne
020366950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1379,Rite Aid #1379,301 GREENE STREET,MARIETTA,OH,45750,Washington
020162600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #142,Rite Aid #142,421 NORTH HIGH STREET,HILLSBORO,OH,451331132,Highland
020438400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1659,Rite Aid #1659,437 NORTH WOLF CREEK STREET,BROOKVILLE,OH,45309,Montgomery
020472850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1793,Rite Aid #1793,651 LINCOLN AVE.,CADIZ,OH,43907,Harrison
020466250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #1803,Rite Aid #1803,10764 NORTH STREET,GARRETTSVILLE,OH,442311016,Portage
020166400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #193,Rite Aid #193,147 WEST LIBERTY STREET,HUBBARD,OH,444251709,Trumbull
020583350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2303,Rite Aid #2303,101 W. MAIN STREET,ENON,OH,453231233,Clark
020583450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2305,Rite Aid #2305,120 WEST MAIN STREET P.O. BOX 89,RUSSELLS POINT,OH,43348,Logan
020088350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2309,Rite Aid 2309,1012 WEST SYLVANIA AVENUE,TOLEDO,OH,43612,Lucas
020158050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2310,Rite Aid #2310,210 MAIN STREET,TOLEDO,OH,43605,Lucas
020156700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2313,Rite Aid #2313,1111 SCOTT STREET,NAPOLEON,OH,43545,Henry
020088550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2316,Rite Aid #2316,3325 WEST CENTRAL AVENUE,TOLEDO,OH,436061406,Lucas
020140050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2317,Rite Aid #2317,3013 MONROE ST,TOLEDO,OH,43606,Lucas
020130900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2331,Rite Aid #2331,4869 N. SUMMIT ST.,TOLEDO,OH,436112854,Lucas
020142900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2339,Rite Aid #2339,5033 SUDER AVENUE,TOLEDO,OH,43611,Lucas
020162000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2346,Rite Aid #2346,810 EAST MANHATTAN BLVD.,TOLEDO,OH,43608,Lucas
