LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address,ZCTA5,GEOID,votes_dem,votes_rep,pct_dem_lead
20147850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3144,Rite Aid #3144,2975 W. MARKET ST.,FAIRLAWN,OH,44333,Summit,"(41.1285231, -81.6093375)","2975 W. MARKET ST., FAIRLAWN, OH 44333",44333,39153-FAIRLAWN 5-A,435,293,19.3
20185050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3153,Rite Aid #3153,15149 SNOW ROAD,BROOKPARK,OH,441422458,Cuyahoga,"(41.4030984, -81.8036047)","15149 SNOW ROAD, BROOKPARK, OH 441422458",44142,39035-BROOK PARK 4-B,356,363,-1
20185350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3157,Rite Aid #3157,3402 CLARK AVENUE,CLEVELAND,OH,441091136,Cuyahoga,"(41.4702099, -81.7069305)","3402 CLARK AVENUE, CLEVELAND, OH 441091136",44113,39035-CLEVELAND 14-O,220,51,61.2
20452350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3185,Rite Aid #3185,940 ELIDA AVENUE,DELPHOS,OH,45833,Allen,"(40.8426228, -84.3288112)","940 ELIDA AVENUE, DELPHOS, OH 45833",45833,39003-DELPHOS 2A,135,400,-48.7
20373550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3192,Rite Aid #3192,"2574 EASTON STREET, NE.",CANTON,OH,44721,Stark,"(40.873352, -81.3336985)","2574 EASTON STREET, NE., CANTON, OH 44721",44721,39151-PLAIN 26,271,469,-26.5
20133550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3195,Rite Aid #3195,180 N. STATE STREET,PAINESVILLE,OH,440773940,Lake,"(41.7292829, -81.242511)","180 N. STATE STREET, PAINESVILLE, OH 440773940",44077,39085-PAINESVILLE CITY 2A,431,312,15.6
20714900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3230,Rite Aid #3230,710 NORTH MAIN STREET,CLYDE,OH,43410,Sandusky,"(41.3091467, -82.9742948)","710 NORTH MAIN STREET, CLYDE, OH 43410",43410,39143-CLYDE CITY C,136,324,-39.7
20763750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3486,Rite Aid #3486,11702 LORAIN AVENUE,CLEVELAND,OH,44111,Cuyahoga,"(41.4624742, -81.7695591)","11702 LORAIN AVENUE, CLEVELAND, OH 44111",44111,39035-CLEVELAND 11-K,312,108,48
21135500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #3580,Rite Aid #3580,3710 SHAWNEE ROAD,LIMA,OH,458061619,Allen,"(40.6859461, -84.1517356)","3710 SHAWNEE ROAD, LIMA, OH 458061619",45806,39003-SHAWNEE TWP I,139,458,-52.8
21797150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4010,Rite Aid #4010,355 EAST MAIN STREET,LEXINGTON,OH,44904,Richland,"(40.6815313, -82.57027339999999)","355 EAST MAIN STREET, LEXINGTON, OH 44904",44904,39139-LEXINGTON B,257,537,-34.4
21924400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4071,Rite Aid #4071,475 E. 185TH STREET,EUCLID,OH,44119,Cuyahoga,"(41.5944301, -81.5492993)","475 E. 185TH STREET, EUCLID, OH 44119",44119,39035-EUCLID 4-D,492,104,64.5
21099350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4764,Rite Aid #4764,8085 BROADVIEW ROAD,BROADVIEW HEIGHTS,OH,44147,Cuyahoga,"(41.3457866, -81.68362730000001)","8085 BROADVIEW ROAD, BROADVIEW HEIGHTS, OH 44147",44147,39035-BROADVIEW HEIGHTS 2-A,461,555,-9.2
21037600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4811,Rite Aid #4811,780 HIGH STREET,WADSWORTH,OH,44281,Medina,"(41.0444804, -81.72967910000001)","780 HIGH STREET, WADSWORTH, OH 44281",44281,39103-WADSWORTH CITY 1-B,209,288,-15.6
21051450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4814,Rite Aid #4814,222 SOUTH MAIN STREET,ORRVILLE,OH,44667,Wayne,"(40.8390084, -81.7637238)","222 SOUTH MAIN STREET, ORRVILLE, OH 44667",44667,39169-ORRVILLE CITY 1,279,519,-29.5
21062800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4825,Rite Aid #4825,1158 WILMINGTON AVENUE,DAYTON,OH,45420,Montgomery,"(39.7246031, -84.1518955)","1158 WILMINGTON AVENUE, DAYTON, OH 45420",45420,39113-DAYTON 09-C,333,267,10.6
21070050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4947,Rite Aid #4947,100 SOUTH LEAVITT ROAD,AMHERST,OH,440011780,Lorain,"(41.4050944, -82.2099387)","100 SOUTH LEAVITT ROAD, AMHERST, OH 440011780",44001,39093-AMHERST CITY 3-B,330,367,-5.3
21100850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4953,Rite Aid #4953,3871 CENTER ROAD,BRUNSWICK,OH,44212,Medina,"(41.2387535, -81.8252541)","3871 CENTER ROAD, BRUNSWICK, OH 44212",44212,39103-BRUNSWICK CITY 4-C,501,695,-15.9
21100900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #4975,Rite Aid #4975,27175 CENTER RIDGE ROAD,WESTLAKE,OH,441454024,Cuyahoga,"(41.448738, -81.92164269999999)","27175 CENTER RIDGE ROAD, WESTLAKE, OH 441454024",44145,39035-WESTLAKE 4-A,359,310,7.3
21848400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #6678,Rite Aid #6678,801 DIXIE HIGHWAY,ROSSFORD,OH,43460,Wood,"(41.6076917, -83.561213)","801 DIXIE HIGHWAY, ROSSFORD, OH 43460",43460,39173-ROSSFORD F,346,280,10.2
21848350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #6679,Rite Aid #6679,105 GOLDEN GATE PLAZA,MAUMEE,OH,43537,Lucas,"(41.56167809999999, -83.66677039999999)","105 GOLDEN GATE PLAZA, MAUMEE, OH 43537",43537,39095-MAUMEE 01,439,411,3.3
21848250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #6681,Rite Aid #6681,5890 MONROE STREET,SYLVANIA,OH,43560,Lucas,"(41.71495549999999, -83.68054959999999)","5890 MONROE STREET, SYLVANIA, OH 43560",43560,39095-SYLVANIA CITY 07,364,377,-1.7
20590400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #713,Rite Aid #713,5001 MAHONING AVENUE,WARREN,OH,444831407,Trumbull,"(41.2919272, -80.8485982)","5001 MAHONING AVENUE, WARREN, OH 444831407",44483,39155-CHAMPION TWP C,266,406,-20.5
21601500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #7844,Rite Aid #7844,610 S. MAIN STREET,ADA,OH,458101503,Hardin,"(40.7647012, -83.8226682)","610 S. MAIN STREET, ADA, OH 458101503",45810,39065-ADA SOUTH,322,471,-18.5
21773600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #7945,Rite Aid #7945,3362 NAVARRE AVENUE,OREGON,OH,436163314,Lucas,"(41.636453, -83.4680297)","3362 NAVARRE AVENUE, OREGON, OH 436163314",43616,39095-OREGON 11,316,244,12.6
21758250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #7946,Rite Aid #7946,8310 SYLVANIA METAMORA ROAD,SYLVANIA,OH,435604928,Lucas,"(41.7176443, -83.7448498)","8310 SYLVANIA METAMORA ROAD, SYLVANIA, OH 435604928",43560,39095-SYLVANIA CITY 13,425,455,-3.4
20094100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID #911,Rite Aid #911,5498 MAHONING AVENUE,YOUNGSTOWN,OH,44515,Mahoning,"(41.1001528, -80.7632896)","5498 MAHONING AVENUE, YOUNGSTOWN, OH 44515",44515,39099-AUSTINTOWN TWP 01,191,188,0.8
20187800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #1282,Rite Aid #1282,11 MANSFIELD AVENUE,SHELBY,OH,44875,Richland,"(40.8810322, -82.6556865)","11 MANSFIELD AVENUE, SHELBY, OH 44875",44875,39139-SHELBY 3-A,142,330,-38.8
20187850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #1283,Rite Aid #1283,207 NORTH COURT STREET,MEDINA,OH,44256,Medina,"(41.1410847, -81.8645968)","207 NORTH COURT STREET, MEDINA, OH 44256",44256,39103-MEDINA CITY 2-B,363,427,-8
20355900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #1347,Rite Aid #1347,155 NORTH MAIN STREET,RITTMAN,OH,44270,Wayne,"(40.9771267, -81.7818277)","155 NORTH MAIN STREET, RITTMAN, OH 44270",44270,39169-RITTMAN CITY 2,218,406,-29.6
20366950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #1379,Rite Aid #1379,301 GREENE STREET,MARIETTA,OH,45750,Washington,"(39.4129758, -81.44931389999999)","301 GREENE STREET, MARIETTA, OH 45750",45750,39167-MARIETTA 2A,393,330,8.5
20162600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #142,Rite Aid #142,421 NORTH HIGH STREET,HILLSBORO,OH,451331132,Highland,"(39.2071216, -83.61089659999999)","421 NORTH HIGH STREET, HILLSBORO, OH 451331132",45133,39071-HILLSBORO 2 NW,245,559,-38.4
20438400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #1659,Rite Aid #1659,437 NORTH WOLF CREEK STREET,BROOKVILLE,OH,45309,Montgomery,"(39.8396757, -84.42293749999999)","437 NORTH WOLF CREEK STREET, BROOKVILLE, OH 45309",45309,39113-BROOKVILLE B,245,679,-46.6
20472850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #1793,Rite Aid #1793,651 LINCOLN AVE.,CADIZ,OH,43907,Harrison,"(40.2823293, -81.00083359999999)","651 LINCOLN AVE., CADIZ, OH 43907",43907,39067-CADIZ VIL SW,258,578,-37.9
20466250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #1803,Rite Aid #1803,10764 NORTH STREET,GARRETTSVILLE,OH,442311016,Portage,"(41.2858109, -81.0980921)","10764 NORTH STREET, GARRETTSVILLE, OH 442311016",44231,39133-GARRETTSVILLE VL A,301,498,-24.2
20166400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #193,Rite Aid #193,147 WEST LIBERTY STREET,HUBBARD,OH,444251709,Trumbull,"(41.1559794, -80.5718768)","147 WEST LIBERTY STREET, HUBBARD, OH 444251709",44425,39155-HUBBARD CITY 2B,277,403,-18.3
20583350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2303,Rite Aid #2303,101 W. MAIN STREET,ENON,OH,453231233,Clark,"(39.8774671, -83.937657)","101 W. MAIN STREET, ENON, OH 453231233",45323,39023-ENON 2,252,564,-37.9
20583450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2305,Rite Aid #2305,120 WEST MAIN STREET P.O. BOX 89,RUSSELLS POINT,OH,43348,Logan,"(39.7454744, -84.404419)","120 WEST MAIN STREET P.O. BOX 89, RUSSELLS POINT, OH 43348",45345,39113-P/NEW LEB A,141,400,-47.3
20088350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2309,Rite Aid 2309,1012 WEST SYLVANIA AVENUE,TOLEDO,OH,43612,Lucas,"(41.6931268, -83.5659292)","1012 WEST SYLVANIA AVENUE, TOLEDO, OH 43612",43612,39095-TOLEDO 11D,351,162,35.7
20158050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2310,Rite Aid #2310,210 MAIN STREET,TOLEDO,OH,43605,Lucas,"(41.6466956, -83.5223044)","210 MAIN STREET, TOLEDO, OH 43605",43605,39095-TOLEDO 19C,209,124,25.2
20156700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2313,Rite Aid #2313,1111 SCOTT STREET,NAPOLEON,OH,43545,Henry,"(41.3961994, -84.1322174)","1111 SCOTT STREET, NAPOLEON, OH 43545",43545,39069-NAPOLEON CITY 2,175,319,-28.3
20088550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2316,Rite Aid #2316,3325 WEST CENTRAL AVENUE,TOLEDO,OH,436061406,Lucas,"(41.6768297, -83.6245184)","3325 WEST CENTRAL AVENUE, TOLEDO, OH 436061406",43606,39095-TOLEDO 22B,319,188,25.2
20140050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2317,Rite Aid #2317,3013 MONROE ST,TOLEDO,OH,43606,Lucas,"(41.6644099, -83.57108889999999)","3013 MONROE ST, TOLEDO, OH 43606",43606,39095-TOLEDO 13A,209,11,86.8
20130900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2331,Rite Aid #2331,4869 N. SUMMIT ST.,TOLEDO,OH,436112854,Lucas,"(41.7114466, -83.4796648)","4869 N. SUMMIT ST., TOLEDO, OH 436112854",43611,39095-TOLEDO 01G,323,319,0.6
20142900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2339,Rite Aid #2339,5033 SUDER AVENUE,TOLEDO,OH,43611,Lucas,"(41.7114668, -83.5006473)","5033 SUDER AVENUE, TOLEDO, OH 43611",43611,39095-TOLEDO 01D,453,468,-1.6
20162000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2346,Rite Aid #2346,810 EAST MANHATTAN BLVD.,TOLEDO,OH,43608,Lucas,"(41.6864772, -83.5261637)","810 EAST MANHATTAN BLVD., TOLEDO, OH 43608",43608,39095-TOLEDO 04G,305,53,69.2
20159150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2347,Rite Aid #2347,1221 W HIGH ST,BRYAN,OH,43506,Williams,"(41.4739604, -84.5696315)","1221 W HIGH ST, BRYAN, OH 43506",43506,39171-BRYAN C - WD3,142,238,-24.7
20159300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2348,Rite Aid #2348,1496 N. SHOOP AVENUE,WAUSEON,OH,435671825,Fulton,"(41.57295329999999, -84.133608)","1496 N. SHOOP AVENUE, WAUSEON, OH 435671825",43567,39051-WAUSEON 5,313,564,-28
20170100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2352,Rite Aid #2352,1816 EAST SECOND STREET,DEFIANCE,OH,43512,Defiance,"(41.2833431, -84.3319507)","1816 EAST SECOND STREET, DEFIANCE, OH 43512",43512,39039-DEFIANCE CITY 4-D,197,281,-17.5
20172750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2353,Rite Aid #2353,8239 WATERVILLE SWANTON RD.,WATERVILLE,OH,43566,Lucas,"(41.5037455, -83.73883599999999)","8239 WATERVILLE SWANTON RD., WATERVILLE, OH 43566",43566,39095-WATERVILLE CITY 2,385,516,-14.2
20140400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2357,Rite Aid #2357,2229 E. STATE STREET,SALEM,OH,444602580,Columbiana,"(40.900088, -80.8294013)","2229 E. STATE STREET, SALEM, OH 444602580",44460,39029-SALEM CITY 4-A,128,276,-36
20359750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2363,Rite Aid #2363,130 S. DETROIT STREET,KENTON,OH,43326,Hardin,"(40.6463555, -83.60964849999999)","130 S. DETROIT STREET, KENTON, OH 43326",43326,39065-KENTON 4,94,354,-56.5
20523150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2373,Rite Aid #2373,21991 WEST STATE RT. 51,GENOA,OH,43430,Ottawa,"(41.53113279999999, -83.3578593)","21991 WEST STATE RT. 51, GENOA, OH 43430",43430,39123-CLAY 3,240,462,-31.3
20153650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2388,Rite Aid #2388,"3030 MARKET AVENUE, N.E.",CANTON,OH,44714,Stark,"(40.8319161, -81.36549099999999)","3030 MARKET AVENUE, N.E., CANTON, OH 44714",44714,39151-PLAIN 06,225,233,-1.7
20366300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2392,Rite Aid #2392,705 W. HIGH AVENUE,NEW PHILADELPHIA,OH,446632057,Tuscarawas,"(40.4924176, -81.4595259)","705 W. HIGH AVENUE, NEW PHILADELPHIA, OH 446632057",44663,39157-NEW PHILA 1-A,144,254,-26.9
20188600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2393,Rite Aid #2393,2220 S. LOCUST STREET,CANAL FULTON,OH,44614,Stark,"(40.8826513, -81.57203729999999)","2220 S. LOCUST STREET, CANAL FULTON, OH 44614",44614,39151-CANAL FULTON D,382,566,-19.1
20361100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2394,Rite Aid #2394,145 W. MAIN STREET,CRESTLINE,OH,44827,Crawford,"(40.7884569, -82.7376196)","145 W. MAIN STREET, CRESTLINE, OH 44827",44827,39033-CRESTLINE 1A,218,400,-29.1
20366400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2397,Rite Aid #2397,419 CLAREMONT AVENUE,ASHLAND,OH,44805,Ashland,"(40.8658058, -82.3188203)","419 CLAREMONT AVENUE, ASHLAND, OH 44805",44805,39005-ASHLAND CITY 1-B,299,470,-21.8
20396300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2398,Rite Aid #2398,300 EAST LINCOLN WAY,MINERVA,OH,44657,Stark,"(40.7309189, -81.1015762)","300 EAST LINCOLN WAY, MINERVA, OH 44657",44657,39151-PARIS A,282,639,-38.3
20153950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2401,Rite Aid #2401,7800 CLEVELAND AVENUE NW,NORTH CANTON,OH,44720,Stark,"(40.8987465, -81.4056223)","7800 CLEVELAND AVENUE NW, NORTH CANTON, OH 44720",44720,39151-PLAIN 22,321,444,-15.8
20409450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2403,Rite Aid #2403,875 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland,"(40.7331228, -82.53367589999999)","875 LEXINGTON AVENUE, MANSFIELD, OH 44907",44907,39139-MANSFIELD 2-F,341,500,-18.7
20154000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2404,Rite Aid #2404,1895 WEST STATE STREEET,ALLIANCE,OH,44601,Stark,"(40.9023031, -81.1341719)","1895 WEST STATE STREEET, ALLIANCE, OH 44601",44601,39151-ALLIANCE 4-C,295,454,-21
20154100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2408,Rite Aid #2408,613 W. MAIN STREET,LOUISVILLE,OH,44641,Stark,"(40.8372975, -81.2657339)","613 W. MAIN STREET, LOUISVILLE, OH 44641",44641,39151-LOUISVILLE G,236,495,-34.9
20457550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2409,Rite Aid #2409,4042 CLEVELAND AVENUE,CANTON,OH,44707-3624,Stark,"(40.7504159, -81.373702)","4042 CLEVELAND AVENUE, CANTON, OH 44707-3624",44707,39151-CANTON TWP 4,296,605,-33.7
20154300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2413,Rite Aid #2413,2110 WALES AVE NE,MASSILLON,OH,44646,Stark,"(40.8233903, -81.50181839999999)","2110 WALES AVE NE, MASSILLON, OH 44646",44646,39151-JACKSON 24,212,295,-16.1
20154350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2414,Rite Aid #2414,735 N. WATER STREET,UHRICHSVILLE,OH,44683,Tuscarawas,"(40.3960332, -81.3469027)","735 N. WATER STREET, UHRICHSVILLE, OH 44683",44683,39157-UHRICHSVILLE 4,178,326,-28.5
20477350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2416,Rite Aid #2416,4 NEWARK ROAD,MOUNT VERNON,OH,43050,Knox,"(40.38528549999999, -82.4851747)","4 NEWARK ROAD, MOUNT VERNON, OH 43050",43050,39083-MOUNT VERNON 1-C,203,426,-34.6
20469800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2417,Rite Aid #2417,364 MAIN STREET,CONNEAUT,OH,44030,Ashtabula,"(41.9421526, -80.5596351)","364 MAIN STREET, CONNEAUT, OH 44030",44030,39007-CONNEAUT 1-C,196,239,-9.7
20499100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2418,Rite Aid #2418,7844 STATE ROUTE 45,LISBON,OH,44432,Columbiana,"(40.7869779, -80.774785)","7844 STATE ROUTE 45, LISBON, OH 44432",44432,39029-CENTER TWP NW,117,398,-53.6
20523350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2419,Rite Aid #2419,510 W. MARION ROAD,MT. GILEAD,OH,433381026,Morrow,"(40.5492443, -82.8450433)","510 W. MARION ROAD, MT. GILEAD, OH 433381026",43338,39117-MT GILEAD VLG NW,160,310,-30.9
20603350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2437,Rite Aid #2437,"8619 WAYNESBURG DR., S.E.",WAYNESBURG,OH,44688,Stark,"(40.6767632, -81.26159249999999)","8619 WAYNESBURG DR., S.E., WAYNESBURG, OH 44688",44688,39151-SANDY 2,214,602,-46.7
20598050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2456,Rite Aid #2456,4053 SOUTH MAIN STREET,AKRON,OH,44319,Summit,"(40.9775014, -81.5220078)","4053 SOUTH MAIN STREET, AKRON, OH 44319",44319,39153-GREEN 4-E,244,413,-25.3
20965350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #256,Rite Aid #256,1081 MT. VERNON AVENUE,MARION,OH,43302,Marion,"(40.5801995, -83.10118279999999)","1081 MT. VERNON AVENUE, MARION, OH 43302",43302,39101-MARION 6-C,144,225,-21.8
20608200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2566,Rite Aid #2566,306 WEST WATER STREET,OAK HARBOR,OH,43449,Ottawa,"(41.5081127, -83.1503778)","306 WEST WATER STREET, OAK HARBOR, OH 43449",43449,39123-SALEM 3 (OAK HARBOR),163,317,-31.3
20622950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2583,Rite Aid #2583,1921 S. DEFIANCE ROAD,ARCHBOLD,OH,43502,Fulton,"(41.49554759999999, -84.3077105)","1921 S. DEFIANCE ROAD, ARCHBOLD, OH 43502",43502,39051-ARCHBOLD 3,212,549,-43.3
20649250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2640,Rite Aid #2640,5411 SUPERIOR AVENUE,CLEVELAND,OH,441031344,Cuyahoga,"(41.51809129999999, -81.6529132)","5411 SUPERIOR AVENUE, CLEVELAND, OH 441031344",44103,39035-CLEVELAND 10-I,283,77,56.7
20635350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2654,Rite Aid #2654,501 WATER STREET,CHARDON,OH,440241146,Geauga,"(41.5803436, -81.2139172)","501 WATER STREET, CHARDON, OH 440241146",44024,39055-CHARDON CITY A,317,434,-15.4
20686000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #2795,Rite Aid #2795,148 NORTH MAIN STREET,WOODSFIELD,OH,43793,Monroe,"(39.7643426, -81.1145653)","148 NORTH MAIN STREET, WOODSFIELD, OH 43793",43793,39111-WOODSFIELD NORTH,127,325,-43.2
20418800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,RITE AID DISCOUNT PHARMACY #3031,Rite Aid #3031,10 WEST NATIONAL ROAD,VANDALIA,OH,45377,Montgomery,"(39.8902846, -84.19942089999999)","10 WEST NATIONAL ROAD, VANDALIA, OH 45377",45377,39113-VANDALIA B,163,341,-34.2
