LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address
20146000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3476,,914 W. MAIN STREET,TIPP CITY,OH,45371,Miami,"(39.96003959999999, -84.18555830000001)","914 W. MAIN STREET, TIPP CITY, OH 45371"
20131800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3477,,400 MIAMISBURG-CENTERVILLE ROAD,CENTERVILLE,OH,45459,Montgomery,"(39.6273983, -84.1707708)","400 MIAMISBURG-CENTERVILLE ROAD, CENTERVILLE, OH 45459"
20137250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3481,,969 WEST FIFTH STREET,MARYSVILLE,OH,43040,Union,"(40.2383762, -83.38306519999999)","969 WEST FIFTH STREET, MARYSVILLE, OH 43040"
20137150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3484,,591 EAST LIVINGSTON AVENUE,COLUMBUS,OH,43215,Franklin,"(39.9518752, -82.982845)","591 EAST LIVINGSTON AVENUE, COLUMBUS, OH 43215"
20155600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3498,,4207 GALLIA STREET,NEW BOSTON,OH,45662,Scioto,"(38.7556944, -82.93224409999999)","4207 GALLIA STREET, NEW BOSTON, OH 45662"
20155750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3499,,251 EAST BROADWAY,NEW LEXINGTON,OH,43764,Perry,"(39.720321, -82.2058301)","251 EAST BROADWAY, NEW LEXINGTON, OH 43764"
20761300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3612,,407 NORTH FRONT STREET,OAK HILL,OH,45656,Jackson,"(38.89861399999999, -82.5713074)","407 NORTH FRONT STREET, OAK HILL, OH 45656"
20821300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3634,,2160 LEE ROAD,CLEVELAND HEIGHTS,OH,44118,Cuyahoga,"(41.5005689, -81.5657751)","2160 LEE ROAD, CLEVELAND HEIGHTS, OH 44118"
20816550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3645,,7710 CHIPPEWA ROAD,BRECKSVILLE,OH,44141,Cuyahoga,"(41.3191457, -81.62358739999999)","7710 CHIPPEWA ROAD, BRECKSVILLE, OH 44141"
20796300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3697,,19950 DETROIT ROAD,ROCKY RIVER,OH,44116,Cuyahoga,"(41.4799945, -81.8424412)","19950 DETROIT ROAD, ROCKY RIVER, OH 44116"
20758800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3817,,7412 STATE ROAD,PARMA,OH,441344998,Cuyahoga,"(41.364386, -81.7178173)","7412 STATE ROAD, PARMA, OH 441344998"
21006300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3978,,1137 STATE ROUTE 131,MILFORD,OH,45150,Clermont,"(39.1746418, -84.2369597)","1137 STATE ROUTE 131, MILFORD, OH 45150"
20845050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3980,,500 S. WATER STREET,KENT,OH,44240,Portage,"(41.1496921, -81.3588757)","500 S. WATER STREET, KENT, OH 44240"
20818250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3992,,620 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,Franklin,"(40.1113053, -82.9485412)","620 SOUTH CLEVELAND AVENUE, WESTERVILLE, OH 43081"
20841500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3996,,2846 MAHONING AVENUE,YOUNGSTOWN,OH,44509,Mahoning,"(41.1033716, -80.70181)","2846 MAHONING AVENUE, YOUNGSTOWN, OH 44509"
20839850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3997,,443 CLEVELAND STREET,ELYRIA,OH,44035,Lorain,"(41.37466910000001, -82.08507379999999)","443 CLEVELAND STREET, ELYRIA, OH 44035"
20758650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4054,,8001 WEST 130TH STREET,NORTH ROYALTON,OH,44133,Cuyahoga,"(41.3503155, -81.7844823)","8001 WEST 130TH STREET, NORTH ROYALTON, OH 44133"
20758600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4057,,9 WEST 130TH STREET,HINCKLEY,OH,44233,Medina,"(41.2760065, -81.7843973)","9 WEST 130TH STREET, HINCKLEY, OH 44233"
20758900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4078,,375 LEAR STREET,AVON LAKE,OH,44012,Lorain,"(41.4948525, -81.9860854)","375 LEAR STREET, AVON LAKE, OH 44012"
20776200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4101,,34 SHOPPING PLAZA DRIVE,CHAGRIN FALLS,OH,44022,Cuyahoga,"(41.4315807, -81.3896444)","34 SHOPPING PLAZA DRIVE, CHAGRIN FALLS, OH 44022"
20780600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4208,,6527 BRECKSVILLE ROAD,INDEPENDENCE,OH,44131,Cuyahoga,"(41.3851815, -81.64045320000001)","6527 BRECKSVILLE ROAD, INDEPENDENCE, OH 44131"
20792650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4223,,3100 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin,"(40.0308674, -82.9634738)","3100 CLEVELAND AVENUE, COLUMBUS, OH 43224"
20137550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4300,,13777 PEARL ROAD,STRONGSVILLE,OH,44136,Cuyahoga,"(41.31345150000001, -81.8344529)","13777 PEARL ROAD, STRONGSVILLE, OH 44136"
20138800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4301,,9302 Olde 8 Rd,Northfield,OH,44067-2027,Summit,"(41.31286720000001, -81.5384373)","9302 Olde 8 Rd, Northfield, OH 44067-2027"
20093300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4304,,30791 DETROIT ROAD,WESTLAKE,OH,44145,Cuyahoga,"(41.4606027, -81.9600846)","30791 DETROIT ROAD, WESTLAKE, OH 44145"
20165650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4305,,840 EUCLID AVENUE,CLEVELAND,OH,44114,Cuyahoga,"(41.499883, -81.687106)","840 EUCLID AVENUE, CLEVELAND, OH 44114"
20137350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4309,,1711 STATE ROAD,CUYAHOGA FALLS,OH,44223,Summit,"(41.1294413, -81.5076764)","1711 STATE ROAD, CUYAHOGA FALLS, OH 44223"
20139150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4316,,6301 HARVARD AVENUE,CLEVELAND,OH,44105,Cuyahoga,"(41.4485605, -81.6458888)","6301 HARVARD AVENUE, CLEVELAND, OH 44105"
20081550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4320,,14025 PURITAS AVE,CLEVELAND,OH,44135,Cuyahoga,"(41.4331225, -81.79120069999999)","14025 PURITAS AVE, CLEVELAND, OH 44135"
20139700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4327,,1506 MENTOR AVENUE,PAINESVILLE,OH,44077,Lake,"(41.7008294, -81.2770469)","1506 MENTOR AVENUE, PAINESVILLE, OH 44077"
20151000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4330,,140 SOLON ROAD,BEDFORD,OH,44146,Cuyahoga,"(41.3881782, -81.5254078)","140 SOLON ROAD, BEDFORD, OH 44146"
20179050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4331,,380 STATE STREET,CONNEAUT,OH,44030,Ashtabula,"(41.9442964, -80.56094499999999)","380 STATE STREET, CONNEAUT, OH 44030"
20146500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4333,,2091 EASTWOOD AVENUE,AKRON,OH,44305,Summit,"(41.0846806, -81.442044)","2091 EASTWOOD AVENUE, AKRON, OH 44305"
20150950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4336,,10380 NORTHFIELD RD,NORTHFIELD,OH,44067,Summit,"(41.3413406, -81.5298316)","10380 NORTHFIELD RD, NORTHFIELD, OH 44067"
20149000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4342,,900 YOUNGSTOWN-POLAND ROAD,STRUTHERS,OH,44471,Mahoning,"(41.0467022, -80.615186)","900 YOUNGSTOWN-POLAND ROAD, STRUTHERS, OH 44471"
20151050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4345,,14440 Cedar Rd,Cleveland,OH,44121-3329,Cuyahoga,"(41.5009119, -81.5206534)","14440 Cedar Rd, Cleveland, OH 44121-3329"
20181750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4347,,11223 GRANGER ROAD,GARFIELD HEIGHTS,OH,44125,Cuyahoga,"(41.4176837, -81.607075)","11223 GRANGER ROAD, GARFIELD HEIGHTS, OH 44125"
20433950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4348,,28700 CHARDON ROAD,WILLOUGHBY HILLS,OH,44092,Lake,"(41.5832364, -81.4793455)","28700 CHARDON ROAD, WILLOUGHBY HILLS, OH 44092"
20164450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4349,,15925 WEST HIGH ST.,MIDDLEFIELD,OH,44062,Geauga,"(41.4617513, -81.0739565)","15925 WEST HIGH ST., MIDDLEFIELD, OH 44062"
20165100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4350,,13215 SHAKER SQUARE,CLEVELAND,OH,44120,Cuyahoga,"(41.4845039, -81.5895259)","13215 SHAKER SQUARE, CLEVELAND, OH 44120"
20448600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4351,,6005 SOM CENTER ROAD,WILLOUGHBY,OH,44094,Lake,"(41.6063602, -81.4390726)","6005 SOM CENTER ROAD, WILLOUGHBY, OH 44094"
20721150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4353,,300 OXFORD STREET,DOVER,OH,44622,Tuscarawas,"(40.5174207, -81.46873370000002)","300 OXFORD STREET, DOVER, OH 44622"
20362450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4359,,5783 DARROW ROAD,HUDSON,OH,44236,Summit,"(41.2225359, -81.4397141)","5783 DARROW ROAD, HUDSON, OH 44236"
20398350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4360,,401 SOUTH ELMWOOD AVE.,MEDINA,OH,44256,Medina,"(41.1351612, -81.8664489)","401 SOUTH ELMWOOD AVE., MEDINA, OH 44256"
20384900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4366,,8519 MAYFIELD ROAD,CHESTERLAND,OH,44026,Geauga,"(41.5217472, -81.3372009)","8519 MAYFIELD ROAD, CHESTERLAND, OH 44026"
20706450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4393,,105 NORTH PORTAGE STREET,DOYLESTOWN,OH,44230,Wayne,"(40.9698218, -81.69585)","105 NORTH PORTAGE STREET, DOYLESTOWN, OH 44230"
20826950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4400,,3066 STATE ROUTE 160,GALLIPOLIS,OH,45631,Gallia,"(38.8446731, -82.2340777)","3066 STATE ROUTE 160, GALLIPOLIS, OH 45631"
20719300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4401,,5981 FAR HILLS AVENUE,DAYTON,OH,45429,Montgomery,"(39.659384, -84.1585365)","5981 FAR HILLS AVENUE, DAYTON, OH 45429"
20968700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4437,,10085 DARROW ROAD,TWINSBURG,OH,44087,Summit,"(41.3404229, -81.43904789999999)","10085 DARROW ROAD, TWINSBURG, OH 44087"
20961050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4445,,2620 W. BREESE RD.,LIMA,OH,45806,Allen,"(40.6868874, -84.1518024)","2620 W. BREESE RD., LIMA, OH 45806"
21122200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4483,,4777 SAWMILL ROAD,COLUMBUS,OH,43220,Franklin,"(40.0645257, -83.0939468)","4777 SAWMILL ROAD, COLUMBUS, OH 43220"
21032100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4499,,1443 RICHMOND ROAD,LYNDHURST,OH,44124,Cuyahoga,"(41.5202737, -81.496115)","1443 RICHMOND ROAD, LYNDHURST, OH 44124"
21982400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4572,,641 GRAHAM ROAD,CUYAHOGA FALLS,OH,44221,Summit,"(41.1612372, -81.48930709999999)","641 GRAHAM ROAD, CUYAHOGA FALLS, OH 44221"
20806600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4605,,415 NORTH MAIN STREET,ORRVILLE,OH,44667,Wayne,"(40.8439411, -81.7643219)","415 NORTH MAIN STREET, ORRVILLE, OH 44667"
20805700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4606,,620 EAST MARKET STREET,WARREN,OH,44481,Trumbull,"(41.2358851, -80.8100515)","620 EAST MARKET STREET, WARREN, OH 44481"
20775700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4607,,5901 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,Cuyahoga,"(41.5205222, -81.4664878)","5901 MAYFIELD ROAD, MAYFIELD HEIGHTS, OH 44124"
20893300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4621,,1001 NORTON ROAD,GALLOWAY,OH,43119,Franklin,"(39.9305808, -83.1450354)","1001 NORTON ROAD, GALLOWAY, OH 43119"
20450150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4800,,590 E. MARKET STREET,AKRON,OH,44304,Summit,"(41.0772203, -81.49876809999999)","590 E. MARKET STREET, AKRON, OH 44304"
20574700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4802,,600 W. MAPLE STREET,HARTVILLE,OH,44632,Stark,"(40.966207, -81.3403646)","600 W. MAPLE STREET, HARTVILLE, OH 44632"
20722000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4803,,8000 EUCLID AVENUE,CLEVELAND,OH,44103,Cuyahoga,"(41.5032518, -81.63296799999999)","8000 EUCLID AVENUE, CLEVELAND, OH 44103"
20649050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4804,,16801 CHILLICOTHE ROAD,CHAGRIN FALLS,OH,44023,Geauga,"(41.4121343, -81.33749209999999)","16801 CHILLICOTHE ROAD, CHAGRIN FALLS, OH 44023"
20750300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4805,,297 SOUTH MAIN STREET,OBERLIN,OH,44074,Lorain,"(41.2837051, -82.2163036)","297 SOUTH MAIN STREET, OBERLIN, OH 44074"
20868250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4807,,9940 STATE ROUTE 43,STREETSBORO,OH,44241,Portage,"(41.261692, -81.3445096)","9940 STATE ROUTE 43, STREETSBORO, OH 44241"
20669200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4810,,1208 MAPLE AVE,ZANESVILLE,OH,43701,Muskingum,"(39.9535906, -82.009973)","1208 MAPLE AVE, ZANESVILLE, OH 43701"
20695850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4811,,27120 BAGLEY ROAD,OLMSTED TOWNSHIP,OH,44138,Cuyahoga,"(41.3730985, -81.9450446)","27120 BAGLEY ROAD, OLMSTED TOWNSHIP, OH 44138"
22215400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5060,,3424 S. HIGH STREET,COLUMBUS,OH,43207,Franklin,"(39.8923449, -82.9957526)","3424 S. HIGH STREET, COLUMBUS, OH 43207"
21018700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5366,,10825 KINSMAN ROAD,CLEVELAND,OH,44104,Cuyahoga,"(41.4696769, -81.6080953)","10825 KINSMAN ROAD, CLEVELAND, OH 44104"
21301900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5425,,8910 EAST BROAD STREET,PATASKALA,OH,43062,Licking,"(40.00499629999999, -82.65938589999999)","8910 EAST BROAD STREET, PATASKALA, OH 43062"
21302150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5426,,9197 READING ROAD,CINCINNATI,OH,45215,Hamilton,"(39.2273487, -84.4392367)","9197 READING ROAD, CINCINNATI, OH 45215"
21302100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5429,,521 EAST STATE STREET,GEORGETOWN,OH,45121,Brown,"(38.8642778, -83.8971361)","521 EAST STATE STREET, GEORGETOWN, OH 45121"
21302050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5431,,592 WEST PLANE STREET,BETHEL,OH,45106,Clermont,"(38.9645941, -84.0878267)","592 WEST PLANE STREET, BETHEL, OH 45106"
21302200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5433,,3733 HAMILTON-CLEVES ROAD,HAMILTON,OH,45013,Butler,"(39.3250256, -84.6369169)","3733 HAMILTON-CLEVES ROAD, HAMILTON, OH 45013"
21301850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5434,,1950 HARD ROAD,COLUMBUS,OH,43235,Franklin,"(40.11778830000001, -83.0680563)","1950 HARD ROAD, COLUMBUS, OH 43235"
21301950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5436,,2100 EAST DUBLIN-GRANVILLE ROAD,COLUMBUS,OH,43229,Franklin,"(40.0872839, -82.96084540000001)","2100 EAST DUBLIN-GRANVILLE ROAD, COLUMBUS, OH 43229"
22014100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5457,,3488 SELDOM SEEN ROAD,POWELL,OH,43065,Delaware,"(40.1692152, -83.0891619)","3488 SELDOM SEEN ROAD, POWELL, OH 43065"
22014150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5458,,2565 LONDON GROVEPORT ROAD,GROVE CITY,OH,43123,Franklin,"(39.8383652, -83.07425239999999)","2565 LONDON GROVEPORT ROAD, GROVE CITY, OH 43123"
20777900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5654,,797 WEST COSHOCTON STREET,JOHNSTOWN,OH,43031,Licking,"(40.144565, -82.7059645)","797 WEST COSHOCTON STREET, JOHNSTOWN, OH 43031"
20720250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5666,,1101 BELLEFONTAINE STREET,WAPAKONETA,OH,45895,Auglaize,"(40.564805, -84.1792024)","1101 BELLEFONTAINE STREET, WAPAKONETA, OH 45895"
20777100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5717,,3506 GENDER ROAD,CANAL WINCHESTER,OH,43110,Franklin,"(39.9102298, -82.82348809999999)","3506 GENDER ROAD, CANAL WINCHESTER, OH 43110"
20162300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5813,,463 TIFFIN AVENUE,FINDLAY,OH,45840,Hancock,"(41.0447412, -83.64190889999999)","463 TIFFIN AVENUE, FINDLAY, OH 45840"
20371650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5918,,933 BETHEL ROAD,COLUMBUS,OH,43214,Franklin,"(40.0627749, -83.0442346)","933 BETHEL ROAD, COLUMBUS, OH 43214"
20414100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5941,,1890 NORTH RIDGE ROAD,PAINESVILLE,OH,44077,Lake,"(41.7488889, -81.2075699)","1890 NORTH RIDGE ROAD, PAINESVILLE, OH 44077"
20370250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5949,,775 Neil Ave,Columbus,OH,43215-1611,Franklin,"(39.9771557, -83.01141989999999)","775 Neil Ave, Columbus, OH 43215-1611"
22014200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6079,,921 LILA AVENUE,MILFORD,OH,45150,Clermont,"(39.1753407, -84.2799623)","921 LILA AVENUE, MILFORD, OH 45150"
22023350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6080,,590 NILLES ROAD,FAIRFIELD,OH,45014,Butler,"(39.3382868, -84.5606432)","590 NILLES ROAD, FAIRFIELD, OH 45014"
22018250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6093,,8372 VINE STREET,CINCINNATI,OH,45216,Hamilton,"(39.21505399999999, -84.4734005)","8372 VINE STREET, CINCINNATI, OH 45216"
22013000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6094,,9546 MONTGOMERY ROAD,MONTGOMERY,OH,45242,Hamilton,"(39.2290087, -84.3532938)","9546 MONTGOMERY ROAD, MONTGOMERY, OH 45242"
22013050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6095,,3086 MADISON ROAD,CINCINNATI,OH,45209,Hamilton,"(39.153269, -84.4314254)","3086 MADISON ROAD, CINCINNATI, OH 45209"
20486100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6098,,120 E. MAIN ST.,WILMINGTON,OH,45177,Clinton,"(39.444597, -83.8266685)","120 E. MAIN ST., WILMINGTON, OH 45177"
22018200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6110,,3197 Linwood Ave,Cincinnati,OH,45208-2962,Hamilton,"(39.1287223, -84.4307275)","3197 Linwood Ave, Cincinnati, OH 45208-2962"
22012550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6111,,5229 MONTGOMERY ROAD,NORWOOD,OH,45212,Hamilton,"(39.1707799, -84.4495395)","5229 MONTGOMERY ROAD, NORWOOD, OH 45212"
22012600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6123,,7500 BEECHMONT AVENUE,CINCINNATI,OH,45255,Hamilton,"(39.0732875, -84.3506721)","7500 BEECHMONT AVENUE, CINCINNATI, OH 45255"
22012750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6131,,36 EAST SEVENTH STREET,CINCINNATI,OH,45202,Hamilton,"(39.1040044, -84.51262919999999)","36 EAST SEVENTH STREET, CINCINNATI, OH 45202"
22012800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6133,,440 OXFORD STATE ROAD,MIDDLETOWN,OH,45044,Butler,"(39.4805227, -84.4206031)","440 OXFORD STATE ROAD, MIDDLETOWN, OH 45044"
22012850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6134,,1009 EAST MAIN STREET,GREENVILLE,OH,45331,Darke,"(40.1093183, -84.6220752)","1009 EAST MAIN STREET, GREENVILLE, OH 45331"
22012400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6147,,1495 WEST 5TH AVENUE,COLUMBUS,OH,43212,Franklin,"(39.9881253, -83.046458)","1495 WEST 5TH AVENUE, COLUMBUS, OH 43212"
22012450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6148,,190 SOUTH SANDUSKY STREET,DELAWARE,OH,43015,Delaware,"(40.2924349, -83.06902509999999)","190 SOUTH SANDUSKY STREET, DELAWARE, OH 43015"
