BusinessName,DoingBusinessAs,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp, Median_Income_Dollars , Mean_Income_Dollars ,Public Address Street,LocationCity,LocationState,LocationCounty,Geo,Full Address,ZCTA5,GEOID,LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,Census_Tract_Code
RITE AID #1897,Rite Aid #1897,45694,96,237,-42,"12,018","12,596",," $64,482.00 "," $80,381.00 ",8130 OHIO RIVER ROAD,WHEELERSBURG,OH,Scioto,"(38.7295103, -82.8603088)","8130 OHIO RIVER ROAD, WHEELERSBURG, OH 45694",45694,39145-PORTER E,20538900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39145002902
RITE AID #195,Rite Aid #195,445112816,470,304,21.2,"17,784","18,823",69.8," $55,055.00 "," $66,379.00 ",3527 CANFIELD ROAD,YOUNGSTOWN,OH,Mahoning,"(41.0621467, -80.7104399)","3527 CANFIELD ROAD, YOUNGSTOWN, OH 445112816",44511,39099-YOUNGSTOWN CITY 5 A,20166300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099802701
RITE AID #2077,Rite Aid #2077,44420,252,221,6.5,"14,227","15,056",77.5," $52,542.00 "," $69,448.00 ",713 N. STATE STREET,GIRARD,OH,Trumbull,"(41.1613926, -80.70281279999999)","713 N. STATE STREET, GIRARD, OH 44420",44420,39155-GIRARD CITY 3A,20730200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155932300
RITE AID #2318,Rite Aid #2318,436153602,384,206,29.6,"38,475","40,653",," $58,466.00 "," $79,926.00 ",5224 DORR STREET,TOLEDO,OH,Lucas,"(41.6537695, -83.6658856)","5224 DORR STREET, TOLEDO, OH 436153602",43615,39095-TOLEDO 05G,20088600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095008501
RITE AID #2319,Rite Aid #2319,458014718,199,146,15.1,"18,574","20,068",," $47,442.00 "," $63,633.00 ",506 W. MARKET STREET,LIMA,OH,Allen,"(40.7404494, -84.1110396)","506 W. MARKET STREET, LIMA, OH 458014718",45801,39003-LIMA 3-3B (0012),20118950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003014100
RITE AID #2320,Rite Aid #2320,44830,268,369,-15.5,"16,985","18,100",77.3," $61,589.00 "," $70,387.00 ",113 N. COUNTYLINE STREET,FOSTORIA,OH,Hancock,"(41.1580669, -83.4217448)","113 N. COUNTYLINE STREET, FOSTORIA, OH 44830",44830,39063-FOSTORIA SOUTH,20158250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39063000100
RITE AID #2326,Rite Aid #2326,435512537,334,322,1.8,"42,242","43,057",83.4," $91,460.00 "," $132,574.00 ",1175 LOUISIANA AVENUE,PERRYSBURG,OH,Wood,"(41.5442647, -83.6186013)","1175 LOUISIANA AVENUE, PERRYSBURG, OH 435512537",43551,39173-PERRYSBURG CITY O,20131400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39173020402
RITE AID #2340,Rite Aid #2340,43613,248,318,-12,"29,062","30,597",," $63,425.00 "," $73,506.00 ",2434 WEST LASKEY ROAD,TOLEDO,OH,Lucas,"(41.7070475, -83.6034938)","2434 WEST LASKEY ROAD, TOLEDO, OH 43613",43613,39095-TOLEDO 03G,20078650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095005803
RITE AID #2343,Rite Aid #2343,435287829,426,371,6.8,"15,183","16,434",," $92,188.00 "," $124,103.00 ",7225 AIRPORT HWY,HOLLAND,OH,Lucas,"(41.6097147, -83.7141395)","7225 AIRPORT HWY, HOLLAND, OH 435287829",43528,39095-SPRINGFIELD 10,20152300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095009103
RITE AID #2350,Rite Aid #2350,45875,131,421,-51.2,"10,550","10,764",," $86,358.00 "," $103,863.00 ",305 WEST MAIN STREET,OTTAWA,OH,Putnam,"(41.0187653, -84.05087979999999)","305 WEST MAIN STREET, OTTAWA, OH 45875",45875,39137-OTTAWA CORP 2,20164200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39137030302
RITE AID #2351,Rite Aid #2351,458012745,207,363,-26.9,"18,574","20,068",73.4," $47,442.00 "," $63,633.00 ",302 W. ROBB AVENUE,LIMA,OH,Allen,"(40.7595984, -84.1091235)","302 W. ROBB AVENUE, LIMA, OH 458012745",45801,39003-LIMA 1-1B (0006),20170200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003012200
RITE AID #2354,Rite Aid #2354,43560,452,360,11.2,"31,335","32,386",," $104,865.00 "," $153,061.00 ",4018 N. MCCORD ROAD,SYLVANIA,OH,Lucas,"(41.6908377, -83.7029937)","4018 N. MCCORD ROAD, SYLVANIA, OH 43560",43560,39095-SYLVANIA CITY 12,20179550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095008210
RITE AID #2355,Rite Aid #2355,43558,364,591,-23.4,"12,011","12,787",78.2," $74,612.00 "," $95,301.00 ",105 WEST AIRPORT HIGHWAY,SWANTON,OH,Fulton,"(41.58016019999999, -83.887883)","105 WEST AIRPORT HIGHWAY, SWANTON, OH 43558",43558,39051-SWANTON SWANCREEK,20180850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39051040200
RITE AID #2359,Rite Aid #2359,458403752,155,209,-14.6,"50,875","53,636",77," $64,076.00 "," $91,378.00 ",1501 N. MAIN STREET,FINDLAY,OH,Hancock,"(41.0593898, -83.6492246)","1501 N. MAIN STREET, FINDLAY, OH 458403752",45840,39063-FINDLAY 7E,20187550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39063000500
RITE AID #2364,Rite Aid #2364,43512-1609,208,259,-10.8,"26,073","27,624",77.1," $72,082.00 "," $87,069.00 ",618 N. CLINTON STREET,DEFIANCE,OH,Defiance,"(41.2952308, -84.3615794)","618 N. CLINTON STREET, DEFIANCE, OH 43512-1609",43512,39039-DEFIANCE CITY 3-C,20361050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39039958500
RITE AID #2367,Rite Aid #2367,458043168,225,181,10.6,"12,933","14,070",69.1," $42,594.00 "," $59,158.00 ",1415 BELLFONTAINE AVENUE,LIMA,OH,Allen,"(40.7312447, -84.07926669999999)","1415 BELLFONTAINE AVENUE, LIMA, OH 458043168",45804,39003-LIMA 5-5D (0021),20407600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003012600
RITE AID #2372,Rite Aid #2372,458799570,169,415,-41.2,"6,049","6,472",77.4," $62,159.00 "," $83,754.00 ",1000 N. WILLIAMS STREET,PAULDING,OH,Paulding,"(41.1503606, -84.58155049999999)","1000 N. WILLIAMS STREET, PAULDING, OH 458799570",45879,39125-PAULDING VLG 1,20510850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39125960400
RITE AID #2389,Rite Aid 2389,44708,443,383,7.1,"23,143","24,495",74.5," $60,159.00 "," $82,167.00 ",3720 WEST TUSCARAWAS ST.,CANTON,OH,Stark,"(40.79678699999999, -81.41804599999999)","3720 WEST TUSCARAWAS ST., CANTON, OH 44708",44708,39151-CANTON CITY 3-E,20153700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151701200
RITE AID #2395,Rite Aid #2395,44905,172,560,-52,"10,371","11,285",68.8," $55,716.00 "," $66,663.00 ",1075 ASHLAND ROAD,MANSFIELD,OH,Richland,"(40.7771721, -82.4755184)","1075 ASHLAND ROAD, MANSFIELD, OH 44905",44905,39139-MADISON D,20381300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139000800
RITE AID #2415,Rite Aid #2415,44718,487,466,2.2,"12,261","12,695",82," $86,171.00 "," $134,455.00 ",3010 WHIPPLE AVENUE N.W.,CANTON,OH,Stark,"(40.8335987, -81.4234626)","3010 WHIPPLE AVENUE N.W., CANTON, OH 44718",44718,39151-PLAIN 07,20154400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151711502
RITE AID #2449,Rite Aid #2449,444131841,151,357,-39.6,"6,769","7,272",74.8," $51,071.00 "," $68,831.00 ",25 WEST MAIN STREET,EAST PALESTINE,OH,Columbiana,"(40.8322069, -80.5404748)","25 WEST MAIN STREET, EAST PALESTINE, OH 444131841",44413,39029-E PALESTINE VIL 3-A,20590300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39029951500
RITE AID #2452,Rite Aid #2452,44410,342,440,-12.3,"15,889","16,315",79," $63,158.00 "," $87,714.00 ",569 SOUTH HIGH STREET,CORTLAND,OH,Trumbull,"(41.3192972, -80.7305586)","569 SOUTH HIGH STREET, CORTLAND, OH 44410",44410,39155-CORTLAND CITY D,20590450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155930900
RITE AID #2590,Rite Aid #2590,44090,318,615,-31.2,"9,672","10,284",76.8," $78,318.00 "," $89,722.00 ",267 NORTH MAIN STREET,WELLINGTON,OH,Lorain,"(41.1718312, -82.21794919999999)","267 NORTH MAIN STREET, WELLINGTON, OH 44090",44090,39093-WELLINGTON VILL NORTH,21103950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093096100
RITE AID #3016,Rite Aid #3016,44484,306,207,19,"20,283","21,439",70.4," $65,435.00 "," $85,820.00 ",2840 YOUNGSTOWN ROAD S.E.,WARREN,OH,Trumbull,"(41.2213081, -80.7836562)","2840 YOUNGSTOWN ROAD S.E., WARREN, OH 44484",44484,39155-WARREN CITY 5F,21144200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155921600
RITE AID #3028,Rite Aid #3028,446912256,456,377,9.3,"41,458","43,786",77.4," $71,319.00 "," $85,956.00 ",1955 CLEVELAND ROAD,WOOSTER,OH,Wayne,"(40.8236145, -81.9333817)","1955 CLEVELAND ROAD, WOOSTER, OH 446912256",44691,39169-WOOSTER CITY 2-D,20096450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39169000300
RITE AID #3030,Rite Aid #3030,45403,210,178,8.2,"12,200","13,709",68.9," $36,250.00 "," $46,264.00 ",2532 EAST THIRD STREET,DAYTON,OH,Montgomery,"(39.7646753, -84.158039)","2532 EAST THIRD STREET, DAYTON, OH 45403",45403,39113-DAYTON 02-D,20463350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113001900
RITE AID #3043,Rite Aid #3043,44106-1600,304,20,87.1,"23,168","23,983",," $42,869.00 "," $78,322.00 ",10090 CHESTER AVENUE,CLEVELAND,OH,Cuyahoga,"(41.5050262, -81.6176364)","10090 CHESTER AVENUE, CLEVELAND, OH 44106-1600",44106,39035-CLEVELAND 07-M,20096050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035118900
RITE AID #3061,Rite Aid 3061,447092352,310,328,-2.8,"17,245","18,527",78.8," $53,144.00 "," $69,213.00 ","4332 CLEVELAND AVE., N.W.",CANTON,OH,Stark,"(40.8460249, -81.3924208)","4332 CLEVELAND AVE., N.W., CANTON, OH 447092352",44709,39151-PLAIN 01,20399400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151711700
RITE AID #3088,Rite Aid #3088,45405,484,92,66.3,"17,130","19,046",68.7," $41,901.00 "," $52,006.00 ",4328 NORTH MAIN STREET,DAYTON,OH,Montgomery,"(39.8062555, -84.22187989999999)","4328 NORTH MAIN STREET, DAYTON, OH 45405",45405,39113-HARRISON K,20094750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113080400
RITE AID #3120,Rite Aid #3120,44509,416,183,38.1,"9,650","10,643",74.6," $36,472.00 "," $51,483.00 ",2800 MAHONING AVENUE,YOUNGSTOWN,OH,Mahoning,"(41.1035349, -80.70049080000001)","2800 MAHONING AVENUE, YOUNGSTOWN, OH 44509",44509,39099-YOUNGSTOWN CITY 4 D,20097100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099802900
RITE AID #3131,Rite Aid #3131,441225324,874,137,72.3,"35,336","36,105",83.4," $97,469.00 "," $153,781.00 ",20405 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,Cuyahoga,"(41.4649807, -81.5357398)","20405 CHAGRIN BLVD., SHAKER HEIGHTS, OH 441225324",44122,39035-SHAKER HEIGHTS O,20150900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035183501
RITE AID #3144,Rite Aid #3144,44333,435,293,19.3,"19,079","19,301",80.4," $119,313.00 "," $194,487.00 ",2975 W. MARKET ST.,FAIRLAWN,OH,Summit,"(41.1285231, -81.6093375)","2975 W. MARKET ST., FAIRLAWN, OH 44333",44333,39153-FAIRLAWN 5-A,20147850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153532202
RITE AID #3153,Rite Aid #3153,441422458,356,363,-1,"17,204","18,287",76.7," $67,178.00 "," $77,099.00 ",15149 SNOW ROAD,BROOKPARK,OH,Cuyahoga,"(41.4030984, -81.8036047)","15149 SNOW ROAD, BROOKPARK, OH 441422458",44142,39035-BROOK PARK 4-B,20185050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035138109
RITE AID #3157,Rite Aid #3157,441091136,220,51,61.2,"16,858","17,654",72.1," $70,140.00 "," $98,667.00 ",3402 CLARK AVENUE,CLEVELAND,OH,Cuyahoga,"(41.4702099, -81.7069305)","3402 CLARK AVENUE, CLEVELAND, OH 441091136",44113,39035-CLEVELAND 14-O,20185350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035103800
RITE AID #3185,Rite Aid #3185,45833,135,400,-48.7,"10,390","10,676",79," $66,919.00 "," $82,351.00 ",940 ELIDA AVENUE,DELPHOS,OH,Allen,"(40.8426228, -84.3288112)","940 ELIDA AVENUE, DELPHOS, OH 45833",45833,39003-DELPHOS 2A,20452350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003013900
RITE AID #3192,Rite Aid #3192,44721,271,469,-26.5,"13,176","13,722",78.1," $95,199.00 "," $106,849.00 ","2574 EASTON STREET, NE.",CANTON,OH,Stark,"(40.873352, -81.3336985)","2574 EASTON STREET, NE., CANTON, OH 44721",44721,39151-PLAIN 26,20373550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151712300
RITE AID #3195,Rite Aid #3195,440773940,431,312,15.6,"53,534","57,428",74.7," $80,692.00 "," $103,395.00 ",180 N. STATE STREET,PAINESVILLE,OH,Lake,"(41.7292829, -81.242511)","180 N. STATE STREET, PAINESVILLE, OH 440773940",44077,39085-PAINESVILLE CITY 2A,20133550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39085204400
RITE AID #3230,Rite Aid #3230,43410,136,324,-39.7,"10,003","10,264",75.3," $54,635.00 "," $78,969.00 ",710 NORTH MAIN STREET,CLYDE,OH,Sandusky,"(41.3091467, -82.9742948)","710 NORTH MAIN STREET, CLYDE, OH 43410",43410,39143-CLYDE CITY C,20714900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39143962000
RITE AID #3486,Rite Aid #3486,44111,312,108,48,"36,199","39,854",76.5," $54,790.00 "," $68,819.00 ",11702 LORAIN AVENUE,CLEVELAND,OH,Cuyahoga,"(41.4624742, -81.7695591)","11702 LORAIN AVENUE, CLEVELAND, OH 44111",44111,39035-CLEVELAND 11-K,20763750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035123501
RITE AID #3580,Rite Aid #3580,458061619,139,458,-52.8,"10,298","10,789",80.7," $82,160.00 "," $103,059.00 ",3710 SHAWNEE ROAD,LIMA,OH,Allen,"(40.6859461, -84.1517356)","3710 SHAWNEE ROAD, LIMA, OH 458061619",45806,39003-SHAWNEE TWP I,21135500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003012100
RITE AID #4010,Rite Aid #4010,44904,257,537,-34.4,"13,123","13,956",77.9," $61,458.00 "," $84,477.00 ",355 EAST MAIN STREET,LEXINGTON,OH,Richland,"(40.6815313, -82.57027339999999)","355 EAST MAIN STREET, LEXINGTON, OH 44904",44904,39139-LEXINGTON B,21797150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139002200
RITE AID #4071,Rite Aid #4071,44119,492,104,64.5,"12,422","13,200",74.5," $48,268.00 "," $68,018.00 ",475 E. 185TH STREET,EUCLID,OH,Cuyahoga,"(41.5944301, -81.5492993)","475 E. 185TH STREET, EUCLID, OH 44119",44119,39035-EUCLID 4-D,21924400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035152400
RITE AID #4764,Rite Aid #4764,44147,461,555,-9.2,"18,807","19,655",81.9," $99,431.00 "," $137,996.00 ",8085 BROADVIEW ROAD,BROADVIEW HEIGHTS,OH,Cuyahoga,"(41.3457866, -81.68362730000001)","8085 BROADVIEW ROAD, BROADVIEW HEIGHTS, OH 44147",44147,39035-BROADVIEW HEIGHTS 2-A,21099350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035136103
RITE AID #4811,Rite Aid #4811,44281,209,288,-15.6,"32,080","33,809",," $88,128.00 "," $111,974.00 ",780 HIGH STREET,WADSWORTH,OH,Medina,"(41.0444804, -81.72967910000001)","780 HIGH STREET, WADSWORTH, OH 44281",44281,39103-WADSWORTH CITY 1-B,21037600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39103417001
RITE AID #4814,Rite Aid #4814,44667,279,519,-29.5,"11,500","13,592",71.9," $72,402.00 "," $89,641.00 ",222 SOUTH MAIN STREET,ORRVILLE,OH,Wayne,"(40.8390084, -81.7637238)","222 SOUTH MAIN STREET, ORRVILLE, OH 44667",44667,39169-ORRVILLE CITY 1,21051450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39169001200
RITE AID #4825,Rite Aid #4825,45420,333,267,10.6,"22,032","23,797",71.5," $56,670.00 "," $68,472.00 ",1158 WILMINGTON AVENUE,DAYTON,OH,Montgomery,"(39.7246031, -84.1518955)","1158 WILMINGTON AVENUE, DAYTON, OH 45420",45420,39113-DAYTON 09-C,21062800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113003100
RITE AID #4947,Rite Aid #4947,440011780,330,367,-5.3,"19,931","20,921",77.2," $91,050.00 "," $112,982.00 ",100 SOUTH LEAVITT ROAD,AMHERST,OH,Lorain,"(41.4050944, -82.2099387)","100 SOUTH LEAVITT ROAD, AMHERST, OH 440011780",44001,39093-AMHERST CITY 3-B,21070050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093050400
RITE AID #4953,Rite Aid #4953,44212,501,695,-15.9,"43,962","45,569",79.4," $87,776.00 "," $100,778.00 ",3871 CENTER ROAD,BRUNSWICK,OH,Medina,"(41.2387535, -81.8252541)","3871 CENTER ROAD, BRUNSWICK, OH 44212",44212,39103-BRUNSWICK CITY 4-C,21100850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39103415300
RITE AID #4975,Rite Aid #4975,441454024,359,310,7.3,"32,226","33,125",78.9," $110,101.00 "," $159,934.00 ",27175 CENTER RIDGE ROAD,WESTLAKE,OH,Cuyahoga,"(41.448738, -81.92164269999999)","27175 CENTER RIDGE ROAD, WESTLAKE, OH 441454024",44145,39035-WESTLAKE 4-A,21100900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035189112
RITE AID #6678,Rite Aid #6678,43460,346,280,10.2,"5,838","6,157",78.2," $70,547.00 "," $92,995.00 ",801 DIXIE HIGHWAY,ROSSFORD,OH,Wood,"(41.6076917, -83.561213)","801 DIXIE HIGHWAY, ROSSFORD, OH 43460",43460,39173-ROSSFORD F,21848400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39173020200
RITE AID #6679,Rite Aid #6679,43537,439,411,3.3,"28,549","29,220",80.3," $85,919.00 "," $114,669.00 ",105 GOLDEN GATE PLAZA,MAUMEE,OH,Lucas,"(41.56167809999999, -83.66677039999999)","105 GOLDEN GATE PLAZA, MAUMEE, OH 43537",43537,39095-MAUMEE 01,21848350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095007102
RITE AID #6681,Rite Aid #6681,43560,364,377,-1.7,"31,335","32,386",75.8," $104,865.00 "," $153,061.00 ",5890 MONROE STREET,SYLVANIA,OH,Lucas,"(41.71495549999999, -83.68054959999999)","5890 MONROE STREET, SYLVANIA, OH 43560",43560,39095-SYLVANIA CITY 07,21848250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095008100
RITE AID #713,Rite Aid #713,444831407,266,406,-20.5,"23,123","24,975",76.6," $47,629.00 "," $58,892.00 ",5001 MAHONING AVENUE,WARREN,OH,Trumbull,"(41.2919272, -80.8485982)","5001 MAHONING AVENUE, WARREN, OH 444831407",44483,39155-CHAMPION TWP C,20590400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155930700
RITE AID #7844,Rite Aid #7844,458101503,322,471,-18.5,"7,064","7,345",," $59,065.00 "," $78,303.00 ",610 S. MAIN STREET,ADA,OH,Hardin,"(40.7647012, -83.8226682)","610 S. MAIN STREET, ADA, OH 458101503",45810,39065-ADA SOUTH,21601500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39065000402
RITE AID #7945,Rite Aid #7945,436163314,316,244,12.6,"19,303","20,066",73.9," $82,105.00 "," $101,408.00 ",3362 NAVARRE AVENUE,OREGON,OH,Lucas,"(41.636453, -83.4680297)","3362 NAVARRE AVENUE, OREGON, OH 436163314",43616,39095-OREGON 11,21773600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095010100
RITE AID #7946,Rite Aid #7946,435604928,425,455,-3.4,"31,335","32,386",," $104,865.00 "," $153,061.00 ",8310 SYLVANIA METAMORA ROAD,SYLVANIA,OH,Lucas,"(41.7176443, -83.7448498)","8310 SYLVANIA METAMORA ROAD, SYLVANIA, OH 435604928",43560,39095-SYLVANIA CITY 13,21758250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095009204
RITE AID #911,Rite Aid #911,44515,191,188,0.8,"26,111","27,237",77.7," $52,831.00 "," $71,422.00 ",5498 MAHONING AVENUE,YOUNGSTOWN,OH,Mahoning,"(41.1001528, -80.7632896)","5498 MAHONING AVENUE, YOUNGSTOWN, OH 44515",44515,39099-AUSTINTOWN TWP 01,20094100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099812500
RITE AID DISCOUNT PHARMACY #1282,Rite Aid #1282,44875,142,330,-38.8,"12,926","13,741",76.6," $60,669.00 "," $68,910.00 ",11 MANSFIELD AVENUE,SHELBY,OH,Richland,"(40.8810322, -82.6556865)","11 MANSFIELD AVENUE, SHELBY, OH 44875",44875,39139-SHELBY 3-A,20187800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139002600
RITE AID DISCOUNT PHARMACY #1283,Rite Aid #1283,44256,363,427,-8,"61,708","63,948",," $100,345.00 "," $129,031.00 ",207 NORTH COURT STREET,MEDINA,OH,Medina,"(41.1410847, -81.8645968)","207 NORTH COURT STREET, MEDINA, OH 44256",44256,39103-MEDINA CITY 2-B,20187850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39103408101
RITE AID DISCOUNT PHARMACY #1347,Rite Aid #1347,44270,218,406,-29.6,"7,588","7,989",72.4," $66,016.00 "," $81,347.00 ",155 NORTH MAIN STREET,RITTMAN,OH,Wayne,"(40.9771267, -81.7818277)","155 NORTH MAIN STREET, RITTMAN, OH 44270",44270,39169-RITTMAN CITY 2,20355900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39169003400
RITE AID DISCOUNT PHARMACY #1379,Rite Aid #1379,45750,393,330,8.5,"24,487","25,988",71.2," $56,883.00 "," $87,924.00 ",301 GREENE STREET,MARIETTA,OH,Washington,"(39.4129758, -81.44931389999999)","301 GREENE STREET, MARIETTA, OH 45750",45750,39167-MARIETTA 2A,20366950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39167020500
RITE AID DISCOUNT PHARMACY #142,Rite Aid #142,451331132,245,559,-38.4,"21,046","23,260",73.9," $58,813.00 "," $71,667.00 ",421 NORTH HIGH STREET,HILLSBORO,OH,Highland,"(39.2071216, -83.61089659999999)","421 NORTH HIGH STREET, HILLSBORO, OH 451331132",45133,39071-HILLSBORO 2 NW,20162600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39071954800
RITE AID DISCOUNT PHARMACY #1659,Rite Aid #1659,45309,245,679,-46.6,"11,103","11,727",78.9," $72,570.00 "," $89,261.00 ",437 NORTH WOLF CREEK STREET,BROOKVILLE,OH,Montgomery,"(39.8396757, -84.42293749999999)","437 NORTH WOLF CREEK STREET, BROOKVILLE, OH 45309",45309,39113-BROOKVILLE B,20438400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113130102
RITE AID DISCOUNT PHARMACY #1793,Rite Aid #1793,43907,258,578,-37.9,"4,423","4,662",71.6," $45,781.00 "," $62,478.00 ",651 LINCOLN AVE.,CADIZ,OH,Harrison,"(40.2823293, -81.00083359999999)","651 LINCOLN AVE., CADIZ, OH 43907",43907,39067-CADIZ VIL SW,20472850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39067976000
RITE AID DISCOUNT PHARMACY #1803,Rite Aid #1803,442311016,301,498,-24.2,"7,520","8,702",78," $85,455.00 "," $90,391.00 ",10764 NORTH STREET,GARRETTSVILLE,OH,Portage,"(41.2858109, -81.0980921)","10764 NORTH STREET, GARRETTSVILLE, OH 442311016",44231,39133-GARRETTSVILLE VL A,20466250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39133600103
RITE AID DISCOUNT PHARMACY #193,Rite Aid #193,444251709,277,403,-18.3,"12,936","13,315",82.3," $62,287.00 "," $84,058.00 ",147 WEST LIBERTY STREET,HUBBARD,OH,Trumbull,"(41.1559794, -80.5718768)","147 WEST LIBERTY STREET, HUBBARD, OH 444251709",44425,39155-HUBBARD CITY 2B,20166400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155931602
