Business_Name,Address,Geo,Operational_Status,Places_ID
Walmart Pharmacy,"23605 Airport Rd, Coshocton, OH 43812, USA","40.2955993,-81.850855",OPERATIONAL,ChIJ7zPJ_t6hN4gRyI8M9rx_Cpk
"Kent L. Pattison, R","53 Paden Rd, New Concord, OH 43762, USA","40.0028252,-81.73295420000001",OPERATIONAL,ChIJE5OhMJ3HN4gRi4hO28E-4wM
Jirles Enterprises Inc,"1300 Clark St, Cambridge, OH 43725, USA","40.0388903,-81.57646299999999",OPERATIONAL,ChIJ01i0EbS1N4gRGjPiRrlhPew
Maysville Animal Hospital,"1897 Pine St, Zanesville, OH 43701, USA","39.912500200000004,-82.0159524",OPERATIONAL,ChIJRV5RIkvuN4gRHLc74V-fELw
CVS Pharmacy,"200 S 2nd St, Coshocton, OH 43812, USA","40.2717882,-81.86849099999999",OPERATIONAL,ChIJeboEzFWfN4gR-CtFKVFih0o
Genesis Anticoagulation Clinic,"751 Forest Ave Suite 302, Zanesville, OH 43701, USA","39.955728,-82.0132095",OPERATIONAL,ChIJkesnjj_tN4gR0TfOszshXuU
"Charles J. Zimomra, R","830 S 2nd St, Coshocton, OH 43812, USA","40.2606986,-81.86699759999999",OPERATIONAL,ChIJC63KpKmYN4gRihQJFvnZ6EM
Giant Eagle Pharmacy,"1045 Wheeling Ave, Cambridge, OH 43725, USA","40.0251111,-81.58536959999999",OPERATIONAL,ChIJczLxdAW1N4gReHj20ZKy1vw
Warner Danette M,"2899 Bell St, Zanesville, OH 43701, USA","39.973411999999996,-82.013296",OPERATIONAL,ChIJfWTx0LjtN4gRL3OywNS76eg
Streamline Infusion,"238 Main St, Coshocton, OH 43812, USA","40.27386,-81.86760500000001",OPERATIONAL,ChIJbRpXIA-lN4gRN2hL00G5Z8A
Kashvi retail,"60087 Shannon Run Rd, Quaker City, OH 43773, USA","39.9677529,-81.267265",OPERATIONAL,ChIJHeH2DAA5NogRn8NjwpiSRco
The medicine shoppe pharmacy,"241 S Main St, Cadiz, OH 43907, USA","40.271474399999995,-80.9993667",OPERATIONAL,ChIJWxyEfbpiNogRkcKxBnrB3GA
Cheffy Drugs,"148 E Main St, Barnesville, OH 43713, USA","39.987478599999996,-81.17629529999999",OPERATIONAL,ChIJ5d5fLRFANogR6A15Bm24xY0
Corner Pharmacy,"102 W Main St, Barnesville, OH 43713, USA","39.987770999999995,-81.1775705",OPERATIONAL,ChIJWdgJKhFANogRXJ0zK5tWLoE
morristown pharmacy,"639 W Main St, Barnesville, OH 43713, USA","39.992998,-81.1889599",OPERATIONAL,ChIJbzb_zM0axokRGqx5UeQfJzY
"Janet L. Lallathin, R","639 W Main St, Barnesville, OH 43713, USA","39.993111,-81.1890643",OPERATIONAL,ChIJhVtkzxRANogREZcAMv92VfM
WVU Reynolds Memorial Hospital,"800 Wheeling Ave, Glen Dale, WV 26038, USA","39.9461073,-80.75260469999999",OPERATIONAL,ChIJnfepuSXeNYgRuWTkxb8ucMY
Walgreens Pharmacy,"111 Kruger St, Wheeling, WV 26003, USA","40.0427106,-80.6572594",OPERATIONAL,ChIJvY2uYBTbNYgRYC7ixvNQ6WQ
Walgreens Pharmacy,"901 E Main St, Barnesville, OH 43713, USA","39.9901718,-81.1584304",OPERATIONAL,ChIJeXdwc6FqNogRwxxC2xLQYik
Morristown Pharmacy,"66840 Belmont Morristown Rd, Belmont, OH 43718, USA","40.064358899999995,-81.05644769999999",OPERATIONAL,ChIJ6UHhgr9uNogRW9llgOuLHIc
Kroger Pharmacy,"400 28th St, Bellaire, OH 43906, USA","40.0116048,-80.7475108",OPERATIONAL,ChIJV6SzksjeNYgR52A0lNTFgkU
CVS Pharmacy,"68501 Addie Way, St Clairsville, OH 43950, USA","40.077832799999996,-80.87186539999999",OPERATIONAL,ChIJ66Db5Px2NogR3Vk9wDBrm3k
Walgreens Pharmacy,"432 32nd St, Bellaire, OH 43906, USA","40.014360599999996,-80.745043",OPERATIONAL,ChIJY2UkmcbfNYgRJPWSc_oCKZ4
Walmart Pharmacy,"50739 Valley Plaza Dr, St Clairsville, OH 43950, USA","40.075390399999996,-80.874541",OPERATIONAL,ChIJx5FpEt9wNogRd8e4lto2Pk4
Kroger Pharmacy,"200 Mount Dechantal Rd, Wheeling, WV 26003, USA","40.0737796,-80.6996943",OPERATIONAL,ChIJNZK3XT_aNYgRXqIV2moOGqU
Gompers Pharmacy,"2202 Chapline St, Wheeling, WV 26003, USA","40.0594557,-80.7226567",OPERATIONAL,ChIJ5UVoEiraNYgRWH4Ak18dPZo
Kroger Pharmacy,"50789 Valley Plaza Dr, St Clairsville, OH 43950, USA","40.075586699999995,-80.8726847",OPERATIONAL,ChIJN5vCct9wNogRJBCIsoxqQm4
Med Rx,"620 National Rd Suite 400, Wheeling, WV 26003, USA","40.0750768,-80.7047651",OPERATIONAL,ChIJCRjdgj7aNYgRPPHSSSr_svI
CVS Pharmacy,"842 National Rd, Wheeling, WV 26003, USA","40.0761422,-80.6954159",OPERATIONAL,ChIJD3mcwEHaNYgRV2qCzrqJxrA
Save Rite Pharmacy,"3235 Belmont St, Bellaire, OH 43906, USA","40.0144699,-80.7432838",OPERATIONAL,ChIJn1gvG7beNYgR6O2mQT-VKQE
Powhatan Health Center Pharmacy,"63 OH-7, Powhatan Point, OH 43942, USA","39.8601674,-80.81484329999999",OPERATIONAL,ChIJhYmRzP4JNogRzGPOLjzZowc
Elm Grove Pharmacy,"102 E Bethlehem Blvd, Wheeling, WV 26003, USA","40.043408,-80.65888799999999",OPERATIONAL,ChIJfzb38gvbNYgRl4J1qy0nzys
WVU Wheeling Hospital,"1 Medical Park Rd, Wheeling, WV 26003, USA","40.0591642,-80.6848212",OPERATIONAL,ChIJCxmWslPaNYgRsv71NeVLgoE
Dillonvale Pharmacy,"74 Main St, Dillonvale, OH 43917, USA","40.196714799999995,-80.7755462",OPERATIONAL,ChIJR5_P68_VNYgR_cHxpbWQPw0
Just Meds,"1103 S Zane Hwy, Martins Ferry, OH 43935, USA","40.0886924,-80.7345856",OPERATIONAL,ChIJBVlEt-_ZNYgRrNBCaYAbfrI
IGA Pharmacy,"St Clairsville, OH 43950, USA","40.139682799999996,-80.8266403",OPERATIONAL,ChIJmRzy4WV4NogRBTS8wyHYVTI
East Ohio Hometown Pharmacy,"90 N 4th St, Martins Ferry, OH 43935, USA","40.098519499999995,-80.72031559999999",OPERATIONAL,ChIJd2H93XvbNYgRbYBc2FXUZqg
CVS Pharmacy,"404 Aetna St, Martins Ferry, OH 43935, USA","40.085704,-80.7346939",OPERATIONAL,ChIJU4E4eO7ZNYgRNeJgHwijWec
Kroger Pharmacy,"1241 Warwood Ave, Wheeling, WV 26003, USA","40.1140969,-80.69974599999999",OPERATIONAL,ChIJMdWi7JXQNYgRF012u6pxVSI
Riesbeck's Pharmacy,"104 Plaza Dr, St Clairsville, OH 43950, USA","40.0752994,-80.9181673",OPERATIONAL,ChIJuRasAt9wNogRWs196avXEYM
Apothecare Pharmacy,"68353 Bannock Road, St Clairsville, OH 43950, USA","40.0796079,-80.9693491",OPERATIONAL,ChIJP44KY1BxNogRsI3CT2g1apM
Medical Park Pharmacy,"1 Medical Park Rd, Wheeling, WV 26003, USA","40.059072,-80.685052",OPERATIONAL,ChIJuSVlrFPaNYgR28BRmEpXmD8
Sam's Club Pharmacy,"50555 Valley Plaza Dr, St Clairsville, OH 43950, USA","40.074504499999996,-80.8788646",OPERATIONAL,ChIJx5FpEt9wNogRwskGW-9VOqM
Riesbeck's Pharmacy,"56130 National Rd, Bridgeport, OH 43912, USA","40.0676157,-80.76811119999999",OPERATIONAL,ChIJBSEthFPYNYgRs4TiL6c1Qh4
Riesbecks,"4595 Central Ave, Shadyside, OH 43947, USA","39.9685974,-80.7552276",OPERATIONAL,ChIJnbYKj0_eNYgR45ZWVPRzQPI
Custer Pharmacy,"241 S Main St, Cadiz, OH 43907, USA","40.2713535,-80.9992936",OPERATIONAL,ChIJDad7YbpiNogRWfTie2Vc44c
Wine Matthew M,"1103 S Zane Hwy, Martins Ferry, OH 43935, USA","40.088672599999995,-80.7345971",OPERATIONAL,ChIJBVlEt-_ZNYgRl3gU5bf7EUQ
Turner Jason M,"115 Lafayette Ave, Moundsville, WV 26041, USA","39.929553399999996,-80.7520059",OPERATIONAL,ChIJcSD1-JrgNYgR-z8wHQm6gWk
Riesbeck's,"56130 National Rd, Bridgeport, OH 43912, USA","40.067499999999995,-80.7683333",OPERATIONAL,ChIJBSEthFPYNYgRwX9di3S7jf8
Defelicecare,"76 16th St #200, Wheeling, WV 26003, USA","40.064236699999995,-80.7184216",OPERATIONAL,ChIJPQrKfinaNYgRoY-oOgYpHdA
Ohio Valley Plaza,"50789 Valley Plaza Dr, St Clairsville, OH 43950, USA","40.0741106,-80.87528499999999",OPERATIONAL,ChIJZcQDdR93NogRvJ_g_qe01ms
COVID-19 Drive-Thru Testing at Walgreens,"432 32nd St, Bellaire, OH 43906, USA","40.014360599999996,-80.745043",OPERATIONAL,ChIJq6pak8neNYgRujaMaVUi-Ak
CVS Pharmacy,"300 Cabela Dr, Triadelphia, WV 26059, USA","40.0563643,-80.5988649",OPERATIONAL,ChIJN8As2gTFNYgRBmnuzq_-MRs
Walmart Pharmacy,"450 Stewart Ln, Triadelphia, WV 26059, USA","40.0583184,-80.6052481",OPERATIONAL,ChIJcTAhLAnFNYgRT4cA1mTg3h0
Kaup Pharmacy & Dependable Medical Equipment,"366 W Deerfield Rd, Union City, IN 47390, USA","40.2127234,-84.8120113",OPERATIONAL,ChIJX83y0HTdP4gRFaBGBnRrxL4
IGA Pharmacy,"1327 E Main St, Versailles, OH 45380, USA","40.2247197,-84.4662116",OPERATIONAL,ChIJfyVbT-S8P4gR1YqWc0fZnXc
Kaup Pharmacy,"102 Wayne St, Fort Recovery, OH 45846, USA","40.4131899,-84.77925789999999",OPERATIONAL,ChIJJZewNNzRP4gRhyiWlgB7w8w
Kaup Pharmacy,"42 W Main St, Versailles, OH 45380, USA","40.222364999999996,-84.485237",OPERATIONAL,ChIJwaawdFS8P4gRVs7fpNPCcNU
"Kaup Pharmacy, Enhanced Health","110 Butler St, Fort Recovery, OH 45846, USA","40.412789,-84.7787766",OPERATIONAL,ChIJoxIQK9zRP4gRVj6V0E0XBHA
Kaup Pharmacy - Home Medical Equipment,"1201 Commerce St, Fort Recovery, OH 45846, USA","40.4030792,-84.7726191",OPERATIONAL,ChIJX6tFMCjOP4gRgxSnDLylXhM
Kroger Pharmacy,"1510 Covington Ave, Piqua, OH 45356, USA","40.143370499999996,-84.26503749999999",OPERATIONAL,ChIJDQ3WWWF1P4gRkYRcx8L6Nwg
Kroger Pharmacy,"2100 W Michigan St, Sidney, OH 45365, USA","40.2897889,-84.1869771",OPERATIONAL,ChIJ-4YQdykPP4gR4oNGAoAzihU
CVS Pharmacy,"115 N College St, Piqua, OH 45356, USA","40.1469199,-84.2485548",OPERATIONAL,ChIJw6cleoR1P4gRXJf9cMXO4AY
Walmart Pharmacy,"2400 W Michigan St, Sidney, OH 45365, USA","40.2899466,-84.1927963",OPERATIONAL,ChIJH24pztUIP4gRvjQcIrXc6BQ
Hock's Piqua Pharmacy,"649 W High St, Piqua, OH 45356, USA","40.1482132,-84.2488175",OPERATIONAL,ChIJJ5HnO6h1P4gRF-t2uhD0Gxg
Walgreens Pharmacy,"1400 Michigan St, Sidney, OH 45365, USA","40.288119099999996,-84.17675799999999",OPERATIONAL,ChIJsYAR7SgPP4gR9QtB0ly4igY
Walmart Pharmacy,"1300 E Ash St, Piqua, OH 45356, USA","40.1526792,-84.2082705",OPERATIONAL,ChIJbeiUx8d0P4gRKSyr_APN_q0
Porter's Products Inc,"761 N Pearl St, Covington, OH 45318, USA","40.1278185,-84.35419809999999",OPERATIONAL,ChIJ7V-g1tSeP4gRnOPpeWVgXqQ
Hocks Tipp City Pharmacy,"5175 S Co Rd 25A, Tipp City, OH 45371, USA","39.963954699999995,-84.1988271",OPERATIONAL,ChIJ5wVDhJt5P4gRltbCkFk_v8c
Bunny's Pharmacy,"112 S Main Ave, Sidney, OH 45365, USA","40.2860957,-84.1545762",OPERATIONAL,ChIJ8UgsJB0PP4gRqfRHsxfgnmg
CVS Pharmacy,"804 W Main St, Troy, OH 45373, USA","40.0425979,-84.21191329999999",OPERATIONAL,ChIJE7ii9-F2P4gRlsdFqa79KOg
CVS Pharmacy,"5700 Executive Blvd, Huber Heights, OH 45424, USA","39.8708232,-84.1334543",OPERATIONAL,ChIJvYRTIwN9P4gRwbxt9xNB1JE
CVS Pharmacy,"324 FOURTH ST, Sidney, OH 45365, USA","40.2884775,-84.1726729",OPERATIONAL,ChIJo509YCYPP4gRAplhFjO1Ywg
Jackson Pharmacy & Wellness Center,"101B E Pike St, Jackson Center, OH 45334, USA","40.4395695,-84.04002849999999",OPERATIONAL,ChIJOTAA3UocP4gRMkYuwokKkBM
Kettering Health Huber Pharmacy,"8701 Troy Pike # 1, Huber Heights, OH 45424, USA","39.879283699999995,-84.1376782",OPERATIONAL,ChIJk6279Pt8P4gR-M2VP4EoIKs
CVS Pharmacy,"201 S Main St, New Carlisle, OH 45344, USA","39.9356952,-84.02576859999999",OPERATIONAL,ChIJZZEajyRkP4gRN8TGHFBXS5Q
Hocks Vandalia Pharmacy,"535 S Dixie Dr, Vandalia, OH 45377, USA","39.8857137,-84.2000779",OPERATIONAL,ChIJSUgNXI5-P4gR1Qfugl7NlP4
Walmart Pharmacy,"1801 W Main St, Troy, OH 45373, USA","40.056849,-84.23611210000001",OPERATIONAL,ChIJfwyJGFt2P4gRKCwLNZ3GNDY
Clark's Rx,"7415 Old Troy Pike, Huber Heights, OH 45424, USA","39.860681799999995,-84.13979309999999",OPERATIONAL,ChIJ__88FAl9P4gRZJNCLOyJ0RI
The Compounding Lab - Independent Rx Pharmacy,"7415 Old Troy Pike, Huber Heights, OH 45424, USA","39.860685499999995,-84.1397775",OPERATIONAL,ChIJQ_OB1Qh9P4gRzHvq7ZdfRw4
Impact Compounding,"1920 Donn Davis Way, Tipp City, OH 45371, USA","39.985942,-84.195488",OPERATIONAL,ChIJbRRnYqt5P4gR2gfXUN8z-ng
Walmart Pharmacy,"7680 Brandt Pike, Huber Heights, OH 45424, USA","39.863115199999996,-84.0983159",OPERATIONAL,ChIJJZOVRNJiP4gRebbUyF0yIIc
CVS Pharmacy,"914 W Main St, Tipp City, OH 45371, USA","39.9602194,-84.18552369999999",OPERATIONAL,ChIJawE26k97P4gRxJSlyxdbeuM
Saint Paris Pharmacy,"122 S Springfield St, St Paris, OH 43072, USA","40.1279116,-83.9594941",OPERATIONAL,ChIJpUVHbulqP4gRsfwnkwNSz0g
Pharmacy at Upper Valley Medical Center,"3130 N County Rd 25A, Troy, OH 45373, USA","40.0857689,-84.2300389",OPERATIONAL,ChIJIy0eJd91P4gRkb1c0mPqKPw
Health Mart,"7415 Old Troy Pike, Huber Heights, OH 45424, USA","39.860681799999995,-84.13979309999999",OPERATIONAL,ChIJ51F_1Qh9P4gR1wiMZVnzLWQ
New Carlisle Community Health Center Pharmacy,"106 N Main St, New Carlisle, OH 45344, USA","39.937507499999995,-84.0246198",OPERATIONAL,ChIJhT7pVSRkP4gRGTHBigAxcng
Remedi SeniorCare,"962 S Dorset Rd, Troy, OH 45373, USA","40.0341667,-84.22952719999999",OPERATIONAL,ChIJ50XNMqh3P4gRgkQDs071lGw
Sam's Club Pharmacy,"6955 Miller Ln, Dayton, OH 45414, USA","39.8479098,-84.1947117",OPERATIONAL,ChIJf5V96Q9-P4gRsc-0I5D6AMA
Mercy Health - Springfield Regional Medical Center,"100 Medical Center Dr, Springfield, OH 45504, USA","39.928533,-83.8164108",OPERATIONAL,ChIJ1zfhdnNaP4gRFMYGcOoRFrU
Kroger Pharmacy,"2129 S Main St, Bellefontaine, OH 43311, USA","40.3309741,-83.76039329999999",OPERATIONAL,ChIJDUnFD4gvP4gREpj2J_cjd7g
C & R Pharmacy,"204 N Detroit St, West Liberty, OH 43357, USA","40.253561399999995,-83.7563072",OPERATIONAL,ChIJ1Ty_uYQwP4gRY6cCTJbsKyA
Walgreens Pharmacy,"101 E Sandusky Ave, Bellefontaine, OH 43311, USA","40.3630114,-83.7589581",OPERATIONAL,ChIJwyeJ72AvP4gRlBY7_ikvsvg
The medicine shoppe pharmacy,"821 Scioto St, Urbana, OH 43078, USA","40.106638499999995,-83.7330842",OPERATIONAL,ChIJq6q6_1pIP4gR4mCc9yEYlcg
Aries Pharmacy,"8200 OH-366, Russells Point, OH 43348, USA","40.4683808,-83.87344259999999",OPERATIONAL,ChIJA3aDIJ8gP4gR7-ZbILtvUy8
Walmart Pharmacy,"2281 US-68, Bellefontaine, OH 43311, USA","40.328205499999996,-83.757229",OPERATIONAL,ChIJi3AJ8okvP4gRs4-8ttSlHn4
CVS Pharmacy,"719 Scioto St, Urbana, OH 43078, USA","40.1063769,-83.73680590000001",OPERATIONAL,ChIJyd6vY1xIP4gR1ZS5YF-LHv4
Carson's Northridge Pharmacy,"4923 Security Dr, Springfield, OH 45503, USA","39.9947417,-83.77584159999999",OPERATIONAL,ChIJ9bWedENFP4gRy0aavdYhIXE
CVS Pharmacy,"143 E Sandusky Ave, Bellefontaine, OH 43311, USA","40.362989999999996,-83.7581828",OPERATIONAL,ChIJIWQ2w2AvP4gRd40SCGJ0kqI
Walmart Pharmacy,"1840 E US Hwy 36, Urbana, OH 43078, USA","40.1084801,-83.7160684",OPERATIONAL,ChIJtxvF2q1JP4gRBEynRBOpGd0
My Pharmacy,"932 E Sandusky Ave, Bellefontaine, OH 43311, USA","40.3649991,-83.7366394",OPERATIONAL,ChIJpXfuUz4vP4gR1dqbH2BrXhQ
Kroger Pharmacy,"1637 E US Hwy 36, Urbana, OH 43078, USA","40.1034088,-83.72003409999999",OPERATIONAL,ChIJqXm8GK1JP4gR1cZYkaaSOJM
CVS Pharmacy,"2987 Derr Rd, Springfield, OH 45503, USA","39.965660299999996,-83.7868747",OPERATIONAL,ChIJT1Pv-sZaP4gRBZHShcU4pDA
CVS Pharmacy,"620 S Cleveland Ave, Westerville, OH 43081, USA","40.111367,-82.9485593",OPERATIONAL,ChIJa_cL7CD1OIgRYs8-MC8RCQk
Kroger Pharmacy,"1501 W 5th St, Marysville, OH 43040, USA","40.24048,-83.3957921",OPERATIONAL,ChIJCdCfJ6HFOIgRzTEDDCJw0W8
Procare LTC Pharmacy OH,"402 E Wilson Bridge Rd suite b, Worthington, OH 43085, USA","40.1096959,-83.00137099999999",OPERATIONAL,ChIJ94qxs4LzOIgRtbtO7QavzFU
Dave's Pharmacy,"411 W 5th St, Marysville, OH 43040, USA","40.2366242,-83.3728662",OPERATIONAL,ChIJ1_niTFHEOIgRHf4BsjEBGSY
Walgreens Pharmacy,"180 Colemans Crossing Blvd, Marysville, OH 43040, USA","40.2384633,-83.3493756",OPERATIONAL,ChIJi6HV-WLEOIgR8SuNxwK-tVc
Meijer Pharmacy,"930 Colemans Crossing Blvd, Marysville, OH 43040, USA","40.22791790000001,-83.3371903",OPERATIONAL,ChIJP-QahBxWa4gR7mtczfjhZMI
CVS Pharmacy,"969 W 5th St, Marysville, OH 43040, USA","40.2384221,-83.38302879999999",OPERATIONAL,ChIJidXk6qvFOIgR-IDVwIYP-Zs
Walmart Pharmacy,"555 Colemans Crossing Blvd, Marysville, OH 43040, USA","40.2303266,-83.3458763",OPERATIONAL,ChIJkaPnlnrEOIgRUWpm34Fj-Gk
Walgreens Pharmacy,"4530 Kenny Rd, Columbus, OH 43220, USA","40.0535723,-83.04881390000001",OPERATIONAL,ChIJXXF9xqWNOIgRskcHXGDc5B0
Meijer Pharmacy,"8870 Columbus Pike, Lewis Center, OH 43035, USA","40.160435299999996,-83.0220229",OPERATIONAL,ChIJk3BCgsfzOIgRF_8CqKCccCI
Kroger Pharmacy,"60 Worthington Mall, Worthington, OH 43085, USA","40.1091757,-83.01774859999999",OPERATIONAL,ChIJ4dgbFjfzOIgRjeX_O3xIBys
Walgreens Pharmacy,"1040 Polaris Pkwy, Columbus, OH 43240, USA","40.147173699999996,-82.9916305",OPERATIONAL,ChIJYd2vPHj0OIgRubVLmBeobIo
Powell Pharmacy,"4004 Presidential Pkwy, Powell, OH 43065, USA","40.1492481,-83.0911878",OPERATIONAL,ChIJ-40z7x_tOIgRb6i6uZGBryE
Kroger Pharmacy,"801 N Houk Rd, Delaware, OH 43015, USA","40.3129675,-83.1103545",OPERATIONAL,ChIJfTjIW-PkOIgRsfCiLa3fu_M
Kroger Pharmacy,"1177 Polaris Pkwy, Columbus, OH 43240, USA","40.1400037,-82.99023179999999",OPERATIONAL,ChIJ4SXnTXz0OIgRIBjINvQN5II
Costco Pharmacy,"7300 OH-161, Plain City, OH 43064, USA","40.1104554,-83.1900194",OPERATIONAL,ChIJVVVV6TTrOIgR6eAXp8GZph4
Kroger Pharmacy,"1745 Morse Rd, Columbus, OH 43229, USA","40.0584419,-82.9730398",OPERATIONAL,ChIJryaUw3OLOIgRGt_yoicQozc
Kroger Pharmacy,"6417 Columbus Pike, Lewis Center, OH 43035, USA","40.2034318,-83.02655159999999",OPERATIONAL,ChIJ9XaZCQ3xOIgR7eMiVPmTdW8
Meijer Pharmacy,"1380 Sunbury Rd, Delaware, OH 43015, USA","40.2904242,-83.03079430000001",OPERATIONAL,ChIJo9zbgln6OIgRW2AcR3ro5UM
Walgreens Pharmacy,"19 London Rd, Delaware, OH 43015, USA","40.2897971,-83.06954480000002",OPERATIONAL,ChIJjXdjtMj6OIgRDM9HnMaFdCo
Kroger Pharmacy,"3975 Powell Rd, Powell, OH 43065, USA","40.1568201,-83.09533259999999",OPERATIONAL,ChIJsRANL5HtOIgRzojlITVea2c
Walgreens Pharmacy,"9669 Sawmill Pkwy, Powell, OH 43065, USA","40.1580538,-83.0902275",OPERATIONAL,ChIJN24f55HtOIgRVJ_F9Y3Iu10
CVS Pharmacy,"1717 Olentangy River Rd, Columbus, OH 43212, USA","39.993774200000004,-83.02757799999999",OPERATIONAL,ChIJQ8CMQ_KOOIgRdiVKLyDF3Z8
Kroger Pharmacy,"7625 Sawmill Rd, Dublin, OH 43016, USA","40.121764299999995,-83.0925635",OPERATIONAL,ChIJO2XGKUPtOIgR9PUrvARF-30
CVS Pharmacy,"9151 S Old State Rd, Lewis Center, OH 43035, USA","40.1499573,-82.997238",OPERATIONAL,ChIJN1UxrFvzOIgRv_LaHYE7DAY
Meijer Pharmacy,"100 Polaris Pkwy, Westerville, OH 43082, USA","40.150079999999996,-82.9245993",OPERATIONAL,ChIJOTT_M5T1OIgRJowNHloDrjU
Walgreens Pharmacy,"748 N State St, Westerville, OH 43082, USA","40.1455491,-82.92432400000001",OPERATIONAL,ChIJWULXO5f1OIgR4HYcWzymKgY
Kroger Pharmacy,"131 OH-3, Sunbury, OH 43074, USA","40.2462454,-82.86863919999999",OPERATIONAL,ChIJa_xOFSxYOIgRGuhLcOuk41M
Kroger Pharmacy,"7345 OH-3, Westerville, OH 43082, USA","40.1496853,-82.9208484",OPERATIONAL,ChIJp18c6ZP1OIgRVImpxI7oJxc
CVS Pharmacy,"111 W Cherry St, Sunbury, OH 43074, USA","40.244638099999996,-82.8646512",OPERATIONAL,ChIJv5-S1yxYOIgRQJIGIFddEW4
Market District Pharmacy,"650 N State St, Westerville, OH 43082, USA","40.1431195,-82.9235157",OPERATIONAL,ChIJJdeE7pn1OIgRlLG5ONBcIdQ
Kroger Pharmacy,"55 W Schrock Rd, Westerville, OH 43081, USA","40.108193400000005,-82.9273448",OPERATIONAL,ChIJNWzOYD_1OIgRCHLNgz3J4xE
Walmart Pharmacy,"8659 Columbus Pike, Lewis Center, OH 43035, USA","40.165036,-83.0156599",OPERATIONAL,ChIJKYEAJsLzOIgRykJFpgH3KZI
Kroger Pharmacy,"1425 Worthington Centre Dr, Worthington, OH 43085, USA","40.122711599999995,-82.9793823",OPERATIONAL,ChIJo87C55D0OIgRtli9qwg2zzI
CVS Pharmacy,"1485 Polaris Pkwy, Columbus, OH 43240, USA","40.138135,-82.9788848",OPERATIONAL,ChIJJb4vmmP0OIgRTlg89bRgNv4
CVS Pharmacy,"1202 County Line Rd, Westerville, OH 43081, USA","40.132571399999996,-82.88652119999999",OPERATIONAL,ChIJlz4vR3VfOIgRpt0Ta4CN5-U
Market District Pharmacy,"4000 W Powell Rd, Powell, OH 43065, USA","40.160731899999995,-83.0937599",OPERATIONAL,ChIJnc-8iJbtOIgRHJYBURvjI9w
Uptown Pharmacy,"23 N State St, Westerville, OH 43081, USA","40.126537,-82.931955",OPERATIONAL,ChIJS1vaUgz1OIgR1o2DiHi1BsA
Kroger Pharmacy,"855 Coshocton Ave, Mt Vernon, OH 43050, USA","40.4009956,-82.4587655",OPERATIONAL,ChIJQWYgC7rMOYgRJ0v7N6YJqW8
Walmart Pharmacy,"1575 Coshocton Ave, Mt Vernon, OH 43050, USA","40.4042289,-82.44142939999999",OPERATIONAL,ChIJ2e6dv9zMOYgR7W4yZEeFS1c
Burks Patrick E,"4057 E Livingston Ave, Columbus, OH 43227, USA","39.9449532,-82.8880561",OPERATIONAL,ChIJJZ4WAb9iOIgRw2NbQotqF7E
CVS Pharmacy,"900 Coshocton Ave, Mt Vernon, OH 43050, USA","40.3996055,-82.45645119999999",OPERATIONAL,ChIJ48rBMrjMOYgRFg8dxPu0RdA
Foster's Healthmart Pharmacy,"207 W High St, Mt Vernon, OH 43050, USA","40.3940191,-82.48829789999999",OPERATIONAL,ChIJ1b3UsU3LOYgRIU5X8mvtqKg
Walmart Pharmacy,"1315 N 21st St, Newark, OH 43055, USA","40.0855364,-82.43071090000001",OPERATIONAL,ChIJK4f2RAo9OIgRMhk_9CKqclQ
Kroger Pharmacy,"800 W Coshocton St, Johnstown, OH 43031, USA","40.147040499999996,-82.7076084",OPERATIONAL,ChIJpe6wUnBDOIgRAGAfbBLhagU
KCH Specialty Pharmacy,"1330 Coshocton Ave, Mt Vernon, OH 43050, USA","40.3983272,-82.4477769",OPERATIONAL,ChIJLcCwS4rNOYgRUdsChnz2dLo
Leffler Mary E,"4057 E Livingston Ave, Columbus, OH 43227, USA","39.9449532,-82.8880561",OPERATIONAL,ChIJJZ4WAb9iOIgR8ziRBJJjw3A
CVS Pharmacy,"955 N 21st St, Newark, OH 43055, USA","40.0742444,-82.42931589999999",OPERATIONAL,ChIJKZ_jIgM9OIgRXh85xXc_kmA
Walmart Pharmacy,"911 Hebron Rd, Heath, OH 43056, USA","40.0284912,-82.45208799999999",OPERATIONAL,ChIJ5_-ooF4WOIgREweX9PnTO-s
CVS Pharmacy,"900 N Hamilton Rd, Gahanna, OH 43230, USA","40.0405304,-82.86414649999999",OPERATIONAL,ChIJNxhhKqhhOIgRM6KMJEj9gYw
Conway's Danville Pharmacy,"14 E Main St, Danville, OH 43014, USA","40.4509263,-82.2592205",OPERATIONAL,ChIJO-7DSarVOYgRbCZMRlO55I8
The Clinic @ Medi-Wise Pharmacy,"245 W State St, Newcomerstown, OH 43832, USA","40.2705221,-81.608345",OPERATIONAL,ChIJqyX0xmCpN4gR4qmyvdKy2qk
Danville Health Center,"12 E Main St, Danville, OH 43014, USA","40.451045199999996,-82.2592147",OPERATIONAL,ChIJ6xYGS2DVOYgR3J0b9RJtLR8
COVID-19 Drive-Thru Testing at Walgreens,"190 Chestnut St, Coshocton, OH 43812, USA","40.2755328,-81.8693017",OPERATIONAL,ChIJXeYY5ZufN4gRL7nrOEoJ-XA
COVID-19 Drive-Thru Testing at Walgreens,"1033 Military Rd, Zanesville, OH 43701, USA","39.979647899999996,-82.0181143",OPERATIONAL,ChIJcaVLhb3tN4gRpFWb_o-zBe0
